operation_id,operation_name,location_address,corrected_date,narrative,county,number_descriptions ,technical_assistance,operation_type
616328,USA Planet Kids,5330 NEW COPELAND RD  TYLER TX- 75703 3901,10/14/16,This standard was evaluated as part of an investigation and found to be deficient. A teacher inappropriately handled a child for misbehaving. This teacher is no longer employed,SMITH,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",NO,Licensed Center
1208778,Handprints Child Care 9 LLC dba Handprints Academy,3405 E CENTRAL TEXAS EXPY  KILLEEN TX- 76543 5555,10/15/16,During an investigation it was found that a child was neglected while in care.,BELL,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",YES,Licensed Center
1102849,Bo-Peep Learning Center,8680 GUILBEAU RD  SAN ANTONIO TX- 78250 2644,10/16/17,Surveillance video showed a caregiver in the 3 year old classroom picking a child up by the arm while child was sitting down on the chair and pulling the child to the side.     Same caregiver was seen forcefully sitting a child on the chair that caused the child to start crying and touching it's back.,BEXAR,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
1132833,For Kids Only Child Learning Center,5210 DUCK CREEK DR  GARLAND TX- 75043 6801,10/16/17,This standard was found to be in violation of the minimum standard during an investigation. A caregiver grabbed a child by the arm.,DALLAS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
1138066,K3 Creative Center #2,7815 FM 1960 RD W STE C HUMBLE TX- 77338 4147,10/16/17,Based on the information provided there is enough information to validate a caregiver pushed a child in care.,HARRIS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",NO,Licensed Center
101310,Kinder Care Learning Center 842,110 ROYAL ST  BRYAN TX- 77801 4431,10/16/17,During an investigation there was sufficient evidence to support a child was neglected.,BRAZOS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",NO,Licensed Center
1278101,Learning Central LLC,126 W EL PASEO DR  RIO GRANDE CITY TX- 78582 4009,10/16/17,Base on the information gathered during the investigation it was determine a caregiver reacted inappropriately by biting a child on the arm.,STARR,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",NO,Licensed Center
231711,Play and Learn Day Care Center #2,241 S WILLIAMS RD  SAN BENITO TX- 78586 3303,10/16/17,Based on the information obtained standard was found non-compliance. As the operation is placing children outside of the child's age group for a period of time as a form of punishment.,CAMERON,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
94509,La Petite Academy,8603 NORMANDALE ST  FORT WORTH TX- 76116,10/17/16,"A caregiver failed to provide an accurate statement of an incident that injured a child. The incident was determined to be an accident, but due to the severity of the injury, medical evaluation was delayed. No medical treatment was needed, but it was determined that the type of injury placed the child at risk of further injury.",TARRANT,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",YES,Licensed Center
132099,St Bartholomews Episcopal Academy,622 AIRLINE RD  CORPUS CHRISTI TX- 78412 3156,10/17/16,"A caregiver was observed on the operations video, using her hand to swat a 16 month old child on the arm.",NUECES,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
114361,Childrens Courtyard,1115 W LAMAR BLVD  ARLINGTON TX- 76012 2018,10/17/17,This standard was evaluated as a possible violation of the Minimum Standard Rules and was found to be deficient. The caregiver at the time did use harsh punishment on a child.,TARRANT,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",NO,Licensed Center
1266886,Light Farms Montessori,1313 PRAIRIE CROSSING  CELINA TX- 75009,10/17/17,"This standard was evaluated as part of an investigation, and found to be deficient.  One caregiver has disciplined children in care by grabbing cheeks, grabbing arms and pinching ears.",COLLIN,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
261556,Academic Academy Christian Child Care Center,11948 GLOGER ST  HOUSTON TX- 77039 6312,10/18/16,"Based on information obtained during Investigation, a caregiver hit a child in care on her arm as a form of discipline.",HARRIS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
354144,First Discoveries Montessori Academy Inc,5200 E HIGHWAY 377  GRANBURY TX- 76049 7730,10/18/16,It was determined after the investigation that a caregiver did use inappropriate discipline when children were made to jump up and down for a long periods of time.  Children were also placed in time out when they were picked up and forced on the ground to the point that it hurt a child's tailbone.  It was also confirmed that when a child did not demonstrate the correct sitting posture during timeout that they were repeated force to cross their legs until the desire posture was given.,HOOD,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",NO,Licensed Center
354144,First Discoveries Montessori Academy Inc,5200 E HIGHWAY 377  GRANBURY TX- 76049 7730,10/18/16,It was determined after the investigation that a caregiver did physically abuse children that were in care which led to them receiving injuries on them.,HOOD,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",NO,Licensed Center
354144,First Discoveries Montessori Academy Inc,5200 E HIGHWAY 377  GRANBURY TX- 76049 7730,10/18/16,It was determined after the investigation that a caregiver did hit several children with her hand.  It was confirmed that the children were hit on the head or had their hands squeezed or fingers pushed back as a discipline.,HOOD,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
157233,Garza's Childcare and Development Center,104 E ROBERTS AVE  DONNA TX- 78537 2529,10/18/16,"Based on the information gathered during the course of the investigation, it was determined that a child was being hit with hand and/or instrument by a day care employee while in care at the operation.",HIDALGO,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
257436,Gran's Lil' Angels Achievement Academy,6514 S LANCASTER RD  DALLAS TX- 75241 3801,10/18/17,This standard was evaluated in regards to an investigation and was found deficient.  Interviews confirmed that a teacher grabbed children's ears as a form of discipline.  Interviews also confirmed that a teacher grabbed children roughly when redirecting.,DALLAS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
100372,Kinder Care Learning Center #942,4040 ACUSHNET DR  CORPUS CHRISTI TX- 78413 2038,10/19/17,"Based on information gathered, a caregiver inappropriately disciplined a child when she swatted a child.  Based on  information gathered children were subjected to harsh, abusive, or profane language by a caregiver.    When the operation became aware of the incident and aware of the harsh, abusive, or profane language, the operation terminated the employment of the caregiver.",NUECES,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
1272620,Bright Steps Learning Center,2326 FAIRFAX DR  IRVING TX- 75060 5038,10/20/17,This standard was evaluated in regards to an investigation and was found to be deficient.  Interviews confirmed that a caregiver inappropriately disciplined a child in care.,DALLAS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
102349,Valley Hi Baptist Academy,6623 SW LOOP 410  SAN ANTONIO TX- 78227 4817,10/20/17,"Investigation revealed video footage from the center showing a caregiver use excessive and harsh discipline towards a child in care.  The caregiver was observed grabbing and pulling on the child to make him sit, stand, and comply with her instructions.  She was also observed restraining the child by holding his arms to his side.  The child was observed crying during the interaction.",BEXAR,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
236468,Kaleidoscope Kids Childrens Center,5750 S RICE AVE  HOUSTON TX- 77081 2910,10/21/16,"Based on the information obtained during the inspection, the operation has been found to be deficient.  A caregiver used a spoon to spank their child to during the hours of operation.",HARRIS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
102984,Midlothian Bible Church Child Care,4250 FM 663  MIDLOTHIAN TX- 76065 6401,10/21/16,A caregiver squeezed a child arms tightly and pinched a child. The same caregiver also forcefully pushed a child's head down on to her nap mat.,ELLIS,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",NO,Licensed Center
1156268,My King's Kids Academy,6255 WICHITA ST  FOREST HILL TX- 76119 6658,10/21/16,This standard was evaluated as the result of a report that was called in and was found to be deficient.,TARRANT,"746.2805(8) - Prohibited Punishments -Placing Child in Locked, Dark Room",NO,Licensed Center
97565,Texarkana Special Education Center,6101 N STATE LINE AVE  TEXARKANA TX- 75503 5309,10/23/17,"Prohibited punishment was demonstrated when a caregiver grabbed 3 different students roughly by their arm in an effort to make them do what she wanted them to do. Prohibited punishment was demonstrated when a caregiver grabbed a child, forcefully by his face.",BOWIE,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",NO,Licensed Center
1211729,Hershey's Angels 24/7 Child Care,7630 SANFORD RD  HOUSTON TX- 77071 2111,10/24/16,"Based on information obtained during Investigation, there is sufficient evidence to support the allegation that children are being hit with a stick/ruler object as a form of discipline.",HARRIS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
94578,Sharp DCC,4202 REED RD  HOUSTON TX- 77051 2712,10/24/16,Based upon the information obtained from the investigation a caregiver used prohibited punishment with children.,HARRIS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
820308,All Kids 1st Learning Academy,270 ANTRIM DR  SAN ANTONIO TX- 78218 4205,10/24/17,"During an investigation visit on 10/10/2017, the DFPS investigator observed a caregiver use an inappropriate tone then pulling a child sternly by the arm as a form of discipline.",BEXAR,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
101312,Immanuel Lutheran Day School,500 IMMANUEL RD  PFLUGERVILLE TX- 78660 8343,10/24/17,"Based on information obtained during the investigation, it was determined that a caregiver intentionally, knowingly, and recklessly abused a child by giving them something to alter their behavior so they would be more easily controlled.",TRAVIS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",NO,Licensed Center
114464,Little Farmers Day Care,11361 F M 730 N  AZLE TX- 76020,10/25/16,"Based on interviews and a documented skin injury, there was sufficient evidence to validate physical abuse when a caregiver grabbed a child's arm too hard, causing grab marks that lasted up to 24 hours. The director took the appropriate steps and terminated the employee immediately.",TARRANT,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",YES,Licensed Center
114464,Little Farmers Day Care,11361 F M 730 N  AZLE TX- 76020,10/25/16,"Based on interviews and a documented skin injury, it was determined that a caregiver had grabbed a child's arm too hard, causing bruising, while making the child clean up milk that the child had spilled. The director took the appropriate steps and terminated the employee immediately.",TARRANT,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",YES,Licensed Center
126849,Alpha Time Too Inc,206 E ROBERTSON AVE  COPPERAS COVE TX- 76522 2928,10/26/16,It was found that a child in care was neglected.,CORYELL,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",YES,Licensed Center
614588,New Kids on the Block Learning Center  No. 2,623 S WW WHITE RD  SAN ANTONIO TX- 78220 1732,10/26/17,Based on information obtained during investigation it was determined caregivers are hitting children with the hands as a form of discipline.,BEXAR,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
157666,Cinco Ranch Montessori,2530 S PEEK RD  KATY TX- 77450 7111,10/28/16,Information gathered supports the allegation of a caregiver inappropriately disciplining a child when a child's wrist was bent back towards the forearm by the caregiver.,FORT BEND,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
983949,Park South YMCA,2500 ROMINE AVE  DALLAS TX- 75215 3755,10/28/16,Two caregivers hit children with a ruler.,DALLAS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
104577,Star Montessori School & Day Care,3868 SPACE CENTER BLVD  PASADENA TX- 77505 3314,10/30/17,"Based on the information found a preschool caregiver has been found to use inappropriate discipline with children in care. In the video viewed the caregiver popped a child on the bottom, poked a child as well as use her hands roughly to move the children around to sit still.",HARRIS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
104577,Star Montessori School & Day Care,3868 SPACE CENTER BLVD  PASADENA TX- 77505 3314,10/30/17,"Based on the information found a preschool caregiver has been found to use inappropriate discipline with children in care. In the video viewed the caregiver popped a child on the bottom, poked a child as well as use her hands roughly to move the children around to sit still.",HARRIS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
96059,Kindercare Learning Center No.266,2524 MCDONALD RD  TYLER TX- 75701 5932,10/31/16,This standard was evaluated as part of an investigation and found to be deficient. A teacher uses inappropriate discipline by thumping children when they don't follow the rules.,SMITH,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
1091885,Primrose School of Chase Oaks,6525 CHASE OAKS BLVD  PLANO TX- 75023 2309,10/31/16,Two caregivers saw another caregiver grab a child's arm as a form of discipline.     The caregiver admitted she was talked to by the director about being to strict with children in care.,COLLIN,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
98335,Little Tyke - Smithfield RD,6700 SMITHFIELD RD  NORTH RICHLAND HILLS TX- 76182 3936,10/31/17,"This rule was evaluated with regard to an investigation, and has been found to be in violation with the Minimum Standard Rules for Licensed Child Care Centers based on observations made at the operation, review of supporting documentation, and interviews with various staff. A caregiver was observed grabbing children by their clothing and spraying them in the face with water.",TARRANT,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
1114079,Texas Lighthouse Christian Academy,410 NE 27th ST Lighthouse Baptist Church Grand Prairie TX- 75050,11/1/16,It was determined after the investigation that the caregiver did neglectfully supervise a child in care that was left on the playground for approximately one hour alone.,DALLAS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",NO,Licensed Center
1101579,"BusiBodies Academy, Inc.",3926 ERIE ST  HOUSTON TX- 77087 4716,11/1/17,"Base on preponderance of information collected, a caregiver used a form of inappropriate discipline towards a child in care.",HARRIS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
1208759,Little Buzz Kingdom,1001 HIGHWAY 175 W  CRANDALL TX- 75114,11/3/16,"Based on information gathered, a caregiver was pushing the head of children in care in a forceful manner. As a result, one of the children in care sustained an injury",KAUFMAN,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",NO,Licensed Center
1208759,Little Buzz Kingdom,1001 HIGHWAY 175 W  CRANDALL TX- 75114,11/3/16,"Based on the information gathered during the investigation, a caregiver pushed a child to the floor by their head causing a neck injury. As a result, the department found there was a reason to believe for physical abuse in this case.",KAUFMAN,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",NO,Licensed Center
1208759,Little Buzz Kingdom,1001 HIGHWAY 175 W  CRANDALL TX- 75114,11/3/16,"Based on the information gathered during the course of the investigation, a caregiver was observed pinching a child and pulling their ear.",KAUFMAN,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",NO,Licensed Center
982308,Sienna Kids Academy,8717 SCANLAN TRCE  MISSOURI CITY TX- 77459 7080,11/3/16,"Based on information obtained, there is sufficient evidence to support that a staff member spanked a child in care.",FORT BEND,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
1091152,Hill Country Head Start Gatesville 3,1111 W MAIN ST  GATESVILLE TX- 76528 1122,11/4/16,It was found during the investigation that a caregiver with their open palmed hand struck a child in care.,CORYELL,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
99517,Noahs Ark Preschool and Parents Day Out,4901 LAKE SHORE DR  WACO TX- 76710 1717,11/6/17,Evidence gathered supports that a caregiver hit a child with an instrument while in care.,MCLENNAN,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
96059,Kindercare Learning Center No.266,2524 MCDONALD RD  TYLER TX- 75701 5932,11/7/16,Based on the information gathered a caregiver is thumping children in care.,SMITH,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
1090712,Ready Set Go CLC,1407 FRANKLIN ST  DAINGERFIELD TX- 75638 2523,11/7/16,Based on the information gathered a child was placed in a dark room as a form of discipline.,MORRIS,"746.2805(8) - Prohibited Punishments -Placing Child in Locked, Dark Room",NO,Licensed Center
226304,Stepping Stones Learning Center,1510 BAKER RD  SHERMAN TX- 75090 2410,11/7/16,"Based on the information gathered during the investigation, a caregiver is hitting children in the ear as a form of punishment.",GRAYSON,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
1249733,Xplor- W Rayford,8615 W RAYFORD RD  SPRING TX- 77389 4867,11/7/16,"It was found that an employee flicked a child in the mouth, after the child bit another student.",HARRIS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
287488,A+ Kidz Care Learning Center  LLC,3404 JOHN STOCKBAUER DR  VICTORIA TX- 77901 2925,11/7/17,"Based on interviews conducted during this investigation, a type of prohibited discipline (pinching) was being used with several children.",VICTORIA,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",YES,Licensed Center
1194004,Arise & Shine Childcare Center,9560 SKILLMAN ST STE 124 DALLAS TX- 75243 8256,11/7/17,A child was pinched on the shoulder after standing up during transportation by the operation.,DALLAS,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",NO,Licensed Center
1194004,Arise & Shine Childcare Center,9560 SKILLMAN ST STE 124 DALLAS TX- 75243 8256,11/7/17,A caregiver hit a child that had unbuckled and stood up while being transported by the operation.,DALLAS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
1120783,East Dallas Development Center,2010 SKILLMAN ST  DALLAS TX- 75206 7240,11/7/17,A staff member was swatting children for not going to sleep.  The caregiver was terminated.,DALLAS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
921306,Emile Head Start Center,601 MARTIN LUTHER KING DR  BASTROP TX- 78602 3442,11/8/17,"Based on interviews, it has been determined that an incident occurred involving inappropriate discipline.",BASTROP,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
155964,Footprints Dayschool,4333 SW 51ST AVE  AMARILLO TX- 79109 6133,11/8/17,"Based on the evidence gathered during the investigation, a caregiver used prohibited punishment by pulling on children's ears and grabbing a child's arm.",RANDALL,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
280629,Alvin FUMC Preschool,611 W SOUTH ST  ALVIN TX- 77511 4318,11/9/16,"Based on information obtained, there is sufficent evidence to support a staff member grabbed and dragged a child down a hallway.     Note: The staff member has been terminated.",BRAZORIA,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
1246996,La Vernia Academy,7218 FM 775  LA VERNIA TX- 78121,11/9/16,Caregiver grabbed child by the arm and picked her up off the ground.     NOTE: Caregiver is no longer present at the operation.,WILSON,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
605728,Watch Me Grow Learning Center,3844 S DAIRY ASHFORD RD  HOUSTON TX- 77082 5609,11/9/16,The director observed a caregiver hitting a child on their back.    Caregiver is no longer employed at the operation.,HARRIS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
98941,Childrens Ark,321 THOMPSON DR  KERRVILLE TX- 78028 5805,11/10/16,Neglect occurred when a 2 year old child walked out of the center's gymnasium and was found near a major road by a passerby  due to  the inappropriate supervision provided by the caregivers.,KERR,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",YES,Licensed Center
1146854,Kitz Korner Day Care,4813 LAKEBEND WEST DR  SAN ANTONIO TX- 78244 1617,11/10/16,"Neglect of a child occurred when the driver of a center vehicle failed to ensure all children exited the vehicle, resulting in a child being left in the vehicle for approximately one hour.",BEXAR,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",YES,Licensed Center
1089009,Stepping Stones Learning Center,5804 BILLINGSLEY ST  SACHSE TX- 75048 3756,11/10/16,There is enough evidence that a caregiver inappropriately disciplined  a child in care leaving fingerprints on the child's cheek.,DALLAS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
1089009,Stepping Stones Learning Center,5804 BILLINGSLEY ST  SACHSE TX- 75048 3756,11/10/16,Based on the information obtained there is substantial evidence that a caregiver physically abused an infant in care.,DALLAS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",NO,Licensed Center
165215,Primrose of Mid Cities,500 MID CITIES BLVD  HURST TX- 76054 2767,11/10/17,A caregiver admitted to speaking to a child in a harsh manner.,TARRANT,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",NO,Licensed Center
171151,The Childrens Courtyard,8131 MATLOCK RD  ARLINGTON TX- 76002 4102,11/11/16,This standard was evaluated in regards to a report and found to be deficient. A caregiver pinched a child in care on the side of the child's neck.,TARRANT,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",YES,Licensed Center
1246529,Xplor - Rhodes - Houston,21401 RHODES RD  SPRING TX- 77388 3022,11/11/16,Interviews were conducted and documentation of the incident was evaluated. It was determined that a caregiver tapped a preschool child on the cheek after this child slapped her.    NOTE: This caregiver was terminated the day of the incident.,HARRIS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
796068,Primrose School at Heritage,4700 HERITAGE TRACE PKWY  FORT WORTH TX- 76244 6060,11/13/17,A caregiver was observed squeezing a child hand causing him pain. The operation addressed the incident immediately.,TARRANT,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
923789,Children's Lighthouse at WoodCreek,26051 KINGSLAND BLVD  KATY TX- 77494 2667,11/14/17,A caregiver used their hand to tap a child on the forearm while verbally disciplining the child.,FORT BEND,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
1241212,Early Learning Center,10851 SCARSDALE BLVD STE 700 HOUSTON TX- 77089 5742,11/15/17,The results of this investigation revealed that an inappropriate discipline method was in use.,HARRIS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
1196022,Children's Lighthouse at Heritage,4851 SHIVER RD  FORT WORTH TX- 76244 6115,11/16/16,"The caregivers used inappropriate punishment when they grabbed children by the arms, legs and shirts to redirect the children from one area to another.",TARRANT,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
318222,"Tesia's Tiny Tots Day Care Center, Inc",524 N HIGHWAY 67  CEDAR HILL TX- 75104 2137,11/16/16,"Based on information gathered, a violation of this standard is determined.",DALLAS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
318222,"Tesia's Tiny Tots Day Care Center, Inc",524 N HIGHWAY 67  CEDAR HILL TX- 75104 2137,11/16/16,"Based on information in care, a child in care was being pinched by a caregiver.",DALLAS,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",NO,Licensed Center
97657,Bock Child Care Group Center,407 W 10TH ST  DALLAS TX- 75208 4620,11/16/17,A caregiver used inappropriate discipline by hitting a child with a hand.,DALLAS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
1124759,Divine Generation Daycare,1510 W POLO RD  GRAND PRAIRIE TX- 75052 1815,11/16/17,"The Department of Family and Protective Services received a report on August 2, 2017 alleging concerns of inappropriate discipline of children in care at the program. The Department of Family and Protective Services Investigator investigated the allegations and determined that children in care were being spanked by caregivers.",DALLAS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
983183,Little Childrens Learning Center,1314 TURTLE CREEK DR  MISSOURI CITY TX- 77489 6105,11/16/17,Based on the information gathered during the investigation there is sufficient evidence that a staff person inappropriately disciplined a child in care causing an injury to the child's forehead.    Note:  The staff person was terminated.,FORT BEND,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",NO,Licensed Center
983183,Little Childrens Learning Center,1314 TURTLE CREEK DR  MISSOURI CITY TX- 77489 6105,11/16/17,Based on the information gathered during the investigation there is sufficient evidence to support allegations that a staff person caused an injury to a child's forehead while in care at the operation,FORT BEND,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",NO,Licensed Center
1108118,Little Treehouse Early Learning Center #2,8373 CULEBRA RD STE 102B SAN ANTONIO TX- 78251 1890,11/16/17,"A negligent act occurred when a caregiver failed to adjust the surroundings and eliminate risks in the infant room.  The electrical cord to a bottle warmer was left accessible to children, causing a child to pull the cord, tipping the bottle warmer and its hot water onto a child, resulting in burns.",BEXAR,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",YES,Licensed Center
136840,Huntsville Head Start,125 FM 980 RD  HUNTSVILLE TX- 77320 7400,11/17/16,"Based on the evidence obtained during the investigation, including interviews and video footage, there is sufficient evidence that supports that a caregiver pinched a child in care.",WALKER,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",YES,Licensed Center
251329,Mosaic Redwine Child Care Center,5191 S BRYANT BLVD  SAN ANGELO TX- 76904 9561,11/17/16,The caregiver admitted to being frustrated and was observed patting a child on the back in harsh manner during naptime. The caregiver was observed tossing children onto their caught and at one point the caregiver was observed forcefully slamming a child onto their caught. The caregiver was also observed pulling a child by their arm.,TOM GREEN,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
251329,Mosaic Redwine Child Care Center,5191 S BRYANT BLVD  SAN ANGELO TX- 76904 9561,11/17/16,There is sufficient evidence to indicate that a child in care was abused when the caregiver grabbed a child and slammed the child onto a cot.,TOM GREEN,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",NO,Licensed Center
1186638,Wonderland Montessori Academy of Las Colinas,431 E ROYAL LN  IRVING TX- 75039,11/17/16,This standard was evaluated in regard to an investigation and a violation was found. A prohibited punishment was used when a caregiver yelled at the children.,DALLAS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",NO,Licensed Center
149203,Gwendolyn C Gragg Head Start & CDTC,2400 E 1ST ST  FORT WORTH TX- 76111 1154,11/17/17,This standard was evaluated during an investigation and found to be deficient. A caregiver was observed during a review of video footage to grab a child by the face and appeared to be yelling at the child.,TARRANT,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",NO,Licensed Center
251919,Kids Camp,403 S HILL ST  DECATUR TX- 76234 1924,11/17/17,This standard was evaluated in regard to an investigation and was found to be out of compliance. A caregiver used harsh punishments when disciplining children. The caregiver extended his hand and bumped a child causing the child to fall on the floor. The same caregiver picked up children and dropped them from the air on a bean bag to place them in time out.,WISE,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
159304,Kinder Kids,4800 FAIRWAY BLVD  WICHITA FALLS TX- 76310 3280,11/17/17,A caregiver used inappropriate discipline with a child in care at the operation.,WICHITA,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
1192792,"Lil Fox's Den Child Development Center, LLC",3102 COURTNEY LN  KILLEEN TX- 76542 8409,11/19/16,It was found during an investigation that a child was abused by a caregiver.,BELL,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",YES,Licensed Center
122184,Our Lady Of The Rosary Learning,2237 WALDRON RD  CORPUS CHRISTI TX- 78418 4634,11/20/16,A caregiver impeded a child's exit from a bathroom with her body.,NUECES,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
1214118,Children's Learning Adventure Child Care,5320 HIGHWAY 6  MISSOURI CITY TX- 77459 4699,11/21/16,Based on the information obtained a caregiver hit a child on the arm with hand as a form of punishment.,FORT BEND,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
