activity_type,self_report,activity_date,activity_id,operation_number,operation_id,operation_type,operation_name,location_address,mailing_address,county,type_of_issuance,issuance_date,conditions_on_permit,accepts_child_care_subsidies,total_capacity,licensed_to_serve_ages,corrective_action,adverse_action,temporarily_closed,programmatic_services,treatment_services,deficiency_high,deficiency_medium_high,deficiency_medium,deficiency_medium_low,deficiency_low,total_inspections,total_assessments,total_reports,total_self_reports,location_address_geo,related_violation,injury_detail
REPORT,N,2017-02-24,428420461,832539,235567,Licensed Center,Eastridge Academy LLC,6310 EASTRIDGE DR  DALLAS TX- 75231 7809,PO BOX 742824  DALLAS TX- 75374 2824,DALLAS,Full Permit,09/16/2003,NO,Y,165,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,3,4,1,0,0,7,0,1,1,"6310 EASTRIDGE DR DALLAS TX- 75231 7809
(32.860878, -96.747088)",,4m
INSPECTION,,2016-02-25,428390492,1563327,1176680,Licensed Center,Greatwood KRK  # 23 LLC,1250 CRABB RIVER RD  RICHMOND TX- 77469 5617,1250 CRABB RIVER RD  RICHMOND TX- 77469 5617,FORT BEND,Full Permit,12/29/2015,YES,Y,225,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,6,8,3,0,0,8,0,2,0,"1250 CRABB RIVER RD RICHMOND TX- 77469 5617
(29.551251, -95.695724)",2r,5h
REPORT,N,2017-02-21,428421817,847014,267463,Licensed Center,Triple L Ranch Child Development Center,737 W COUNTY LINE RD  NEW BRAUNFELS TX- 78130 8314,737 W COUNTY LINE RD  NEW BRAUNFELS TX- 78130 8314,GUADALUPE,Full Permit,09/13/2005,NO,Y,307,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,1,0,0,0,6,0,2,2,"737 W COUNTY LINE RD NEW BRAUNFELS TX- 78130 8314
(29.673545, -98.112602)",2r,3i
INSPECTION,,2017-01-30,428325677,181653,99107,Licensed Center,Retta Christian Learning Center,13201 RENDON RD  BURLESON TX- 76028 3003,13201 RENDON RD  BURLESON TX- 76028 3003,TARRANT,Full Permit,01/14/1986,NO,Y,200,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,1,0,0,0,10,0,4,1,"13201 RENDON RD BURLESON TX- 76028 3003
(32.551964, -97.236844)",2r,4m
REPORT,N,2017-09-05,428427982,1137446,649428,Licensed Center,"Ready, Set, Learn Day Care Center",121 E 2 MILE RD  MISSION TX- 78574 2158,121 E 2 MILE RD  MISSION TX- 78574 2158,HIDALGO,Full Permit,11/12/2010,YES,Y,42,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,3,2,0,0,6,0,1,0,"121 E 2 MILE RD MISSION TX- 78574 2158
",2r,4m
REPORT,Y,2016-09-19,428420245,829326,228931,Licensed Center,Mountain Valley Child Development Center,2975 SW WILSHIRE BLVD  BURLESON TX- 76028 6352,2975 SW WILSHIRE BLVD  BURLESON TX- 76028 6352,JOHNSON,Full Permit,12/16/2003,NO,Y,128,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,3,1,0,0,6,0,1,2,"2975 SW WILSHIRE BLVD BURLESON TX- 76028 6352
(32.492194, -97.372375)",2r,4m
REPORT,N,2017-08-04,428419629,819705,210686,Licensed Center,Cornerstone Child Care,6328 LAKE WORTH BLVD  LAKE WORTH TX- 76135 3602,6328 LAKE WORTH BLVD  LAKE WORTH TX- 76135 3602,TARRANT,Full Permit,01/02/2003,NO,N,220,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,0,0,1,0,0,7,0,3,0,"6328 LAKE WORTH BLVD LAKE WORTH TX- 76135 3602
",2r,4m
REPORT,N,2017-03-16,428426920,1011906,497090,Licensed Center,Small Miracles Academy West Plano Campus,3912 ALMA DR  PLANO TX- 75023 6748,3912 ALMA DR  PLANO TX- 75023 6748,COLLIN,Full Permit,11/10/2009,NO,Y,160,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,6,1,0,0,8,0,3,1,"3912 ALMA DR PLANO TX- 75023 6748
(33.047581, -96.710863)",2r,4m
REPORT,Y,2017-03-27,428413719,210570- 750,101335,Licensed Center,YWCAre of Lubbock at Wilson,2807 25TH ST  LUBBOCK TX- 79410 2215,3101 35TH ST  LUBBOCK TX- 79413 2312,LUBBOCK,Full Permit,04/29/1986,NO,Y,100,"Pre-Kindergarten,School",NO,NO,NO,,,5,12,1,0,1,12,1,0,1,"2807 25TH ST LUBBOCK TX- 79410 2215
(42.449834, -87.851455)",2r,4m
REPORT,N,2016-02-03,428419699,820521,212175,Licensed Center,Kid Kountry Too,2682 TED TROUT DR  LUFKIN TX- 75904 3562,2682 TED TROUT DR  LUFKIN TX- 75904 3562,ANGELINA,Full Permit,02/10/2003,NO,Y,107,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,5,1,0,1,7,0,3,0,"2682 TED TROUT DR LUFKIN TX- 75904 3562
(31.331637, -94.770165)",2r,4m
REPORT,Y,2016-09-13,428432206,1520952,1118562,Licensed Center,Precious Moments Learning Center,6113 LANGLEY RD  HOUSTON TX- 77016 3323,6113 LANGLEY RD  HOUSTON TX- 77016 3323,HARRIS,Full Permit,01/31/2014,NO,Y,195,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,0,0,0,0,6,0,2,1,"6113 LANGLEY RD HOUSTON TX- 77016 3323
(29.866862, -95.303128)",4s,2a
REPORT,N,2017-05-16,428415517,416590,127106,Licensed Center,The Yellow School,11612 MEMORIAL DR  HOUSTON TX- 77024 7207,11612 MEMORIAL DR  HOUSTON TX- 77024 7207,HARRIS,Full Permit,09/01/1992,NO,N,85,"Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,2,1,0,0,6,0,1,1,"11612 MEMORIAL DR HOUSTON TX- 77024 7207
(29.753479, -95.525996)",,4m
REPORT,N,2016-01-26,428424128,867281,307631,Licensed Center,First Class Academy,13620 TRINITY BLVD  EULESS TX- 76040 7425,13620 TRINITY BLVD  EULESS TX- 76040 7425,TARRANT,Full Permit,05/29/2007,NO,Y,174,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,5,1,0,0,4,0,1,0,"13620 TRINITY BLVD EULESS TX- 76040 7425
(32.821305, -97.071774)",4s,7s
REPORT,Y,2017-05-13,428424858,879616- 1427,325628,Licensed Center,YMCA-Anderson Mill Elementary,10610 SALT MILL HOLW  AUSTIN TX- 78750 1624,10610 SALT MILL HOLW  AUSTIN TX- 78750 1624,WILLIAMSON,Full Permit,04/17/2008,NO,Y,100,"Pre-Kindergarten,School",NO,NO,NO,,,0,2,1,0,0,6,0,0,4,"10610 SALT MILL HOLW AUSTIN TX- 78750 1624
(30.453425, -97.806584)",,4m
REPORT,N,2017-12-01,428433448,1541786,1148393,Licensed Center,Walnut Creek Academy,1751 N WALNUT CREEK DR  MANSFIELD TX- 76063 2917,1751 N WALNUT CREEK DR  MANSFIELD TX- 76063 2917,TARRANT,Full Permit,02/24/2015,NO,Y,523,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,3,2,0,0,0,13,0,4,3,"1751 N WALNUT CREEK DR MANSFIELD TX- 76063 2917
(32.597562, -97.131136)",2r,4m
REPORT,N,2017-12-01,428433448,1541786,1148393,Licensed Center,Walnut Creek Academy,1751 N WALNUT CREEK DR  MANSFIELD TX- 76063 2917,1751 N WALNUT CREEK DR  MANSFIELD TX- 76063 2917,TARRANT,Full Permit,02/24/2015,NO,Y,523,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,3,2,0,0,0,13,0,4,3,"1751 N WALNUT CREEK DR MANSFIELD TX- 76063 2917
(32.597562, -97.131136)",2r,7s
REPORT,Y,2017-11-27,428429591,1351187,912970,Licensed Center,Adventure Kids Playcare,1335 E WHITESTONE BLVD STE D-195 CEDAR PARK TX- 78613 7598,1335 E WHITESTONE BLVD STE D-195 CEDAR PARK TX- 78613 7598,WILLIAMSON,Full Permit,02/07/2012,NO,N,83,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,4,2,0,1,7,0,3,1,"1335 E WHITESTONE BLVD STE D-195 CEDAR PARK TX- 78613 7598
",2r,4m
REPORT,Y,2016-04-01,428411858,55254,95145,Licensed Center,First Presbyterian Preschool,1200 S COLLINS ST  ARLINGTON TX- 76010 2846,1200 S COLLINS ST  ARLINGTON TX- 76010 2846,TARRANT,Full Permit,02/26/1989,NO,Y,100,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,4,4,0,1,6,0,0,1,"1200 S COLLINS ST ARLINGTON TX- 76010 2846
(32.723794, -97.097464)",,4m
REPORT,Y,2016-02-29,428421398,844165,261328,Licensed Center,Sonshine School,27 OAK CREEK DR  KAUFMAN TX- 75142 3011,27 OAK CREEK DR  KAUFMAN TX- 75142 3011,KAUFMAN,Full Permit,05/16/2005,NO,N,150,"Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,5,4,0,0,3,0,0,1,"27 OAK CREEK DR KAUFMAN TX- 75142 3011
(32.578932, -96.319307)",2r,4m
REPORT,N,2017-10-23,428424607,876822- 750,321177,Licensed Center,YWCAre at Centennial Elementary,1301 N UTICA AVE  LUBBOCK TX- 79416 7400,3101 35TH ST  LUBBOCK TX- 79413 2312,LUBBOCK,Full Permit,02/06/2008,NO,Y,75,"Pre-Kindergarten,School",NO,NO,NO,,,0,1,0,0,0,4,0,1,1,"1301 N UTICA AVE LUBBOCK TX- 79416 7400
(33.612913, -101.913836)",2r,4m
REPORT,Y,2017-12-11,428415347,408499,121122,Licensed Center,Lord Of Life Lutheran Child Development Center,1317 FLOUR BLUFF DR  CORPUS CHRISTI TX- 78418 5103,1317 FLOUR BLUFF DR  CORPUS CHRISTI TX- 78418 5103,NUECES,Full Permit,04/07/1992,NO,Y,85,"Toddler,Pre-Kindergarten,School",NO,NO,NO,,,0,8,5,0,2,7,0,0,3,"1317 FLOUR BLUFF DR CORPUS CHRISTI TX- 78418 5103
(27.671194, -97.299238)",2r,4m
REPORT,Y,2016-09-29,428413426,191488,99748,Licensed Center,A Childs Day,943 EVANS ST  UVALDE TX- 78801 6049,943 EVANS ST  UVALDE TX- 78801 6049,UVALDE,Full Permit,08/14/1986,NO,Y,147,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,2,1,0,0,4,0,0,1,"943 EVANS ST UVALDE TX- 78801 6049
(41.680336, -85.954104)",,5h
REPORT,Y,2016-09-15,428426733,985266,465668,Licensed Center,Goddard School,8801 RAY WHITE RD  FORT WORTH TX- 76244 6211,8801 RAY WHITE RD  FORT WORTH TX- 76244 6211,TARRANT,Full Permit,10/15/2009,YES,N,153,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,5,3,2,0,0,13,0,2,4,"8801 RAY WHITE RD FORT WORTH TX- 76244 6211
",,2a
REPORT,N,2017-06-02,428411489,37344,94650,Licensed Center,Day Care Junction,800 E RIO GRANDE AVE  EL PASO TX- 79902 4407,800 E RIO GRANDE AVE  EL PASO TX- 79902 4407,EL PASO,Full Permit,08/10/1987,YES,N,104,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,2,0,0,0,4,0,1,0,"800 E RIO GRANDE AVE EL PASO TX- 79902 4407
(36.899689, -104.427331)",2r,4m
REPORT,N,2017-01-11,428416902,525701,148823,Licensed Center,Five Star Montessori,13260 FORKLAND LN  HOUSTON TX- 77077 1623,13260 FORKLAND LN  HOUSTON TX- 77077 1623,HARRIS,Full Permit,12/10/1996,NO,N,236,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,2,0,0,0,5,0,1,1,"13260 FORKLAND LN HOUSTON TX- 77077 1623
(29.759552, -95.624476)",2r,4m
REPORT,Y,2016-08-14,428415598,420357,130319,Licensed Center,Kaleidoscope Child Development Center,19310 MIDWAY RD  DALLAS TX- 75287 2613,19310 MIDWAY RD  DALLAS TX- 75287 2613,COLLIN,Full Permit,11/17/1993,NO,Y,170,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,4,1,0,0,0,16,0,2,10,"19310 MIDWAY RD DALLAS TX- 75287 2613
(33.015359, -96.843451)",2r,4m
REPORT,Y,2016-08-14,428415598,420357,130319,Licensed Center,Kaleidoscope Child Development Center,19310 MIDWAY RD  DALLAS TX- 75287 2613,19310 MIDWAY RD  DALLAS TX- 75287 2613,COLLIN,Full Permit,11/17/1993,NO,Y,170,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,4,1,0,0,0,16,0,2,10,"19310 MIDWAY RD DALLAS TX- 75287 2613
(33.015359, -96.843451)",2r,7s
REPORT,N,2016-05-31,428415423,411579,123191,Licensed Center,Kids Unlimited Learning Center,513 RUSSELL BLVD  NACOGDOCHES TX- 75965 1245,513 RUSSELL BLVD  NACOGDOCHES TX- 75965 1245,NACOGDOCHES,Full Permit,04/08/1992,NO,Y,167,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,0,4,3,0,0,5,0,2,0,"513 RUSSELL BLVD NACOGDOCHES TX- 75965 1245
(38.546313, -121.755461)",2r,4m
REPORT,N,2017-06-05,428436055,1605570,1221254,Licensed Center,Little Acorns,26606 OAK RIDGE DR  SPRING TX- 77380 1969,26606 OAK RIDGE DR  SPRING TX- 77380 1969,MONTGOMERY,Full Permit,06/22/2016,YES,N,51,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,6,14,3,1,4,8,2,2,0,"26606 OAK RIDGE DR SPRING TX- 77380 1969
",2r,4m
REPORT,Y,2016-05-03,428423131,857700- 3770,290000,Licensed Center,Day Nursery of Abilene Vine Street Center,1442 VINE ST  ABILENE TX- 79602 4631,1442 VINE ST  ABILENE TX- 79602 4631,TAYLOR,Full Permit,04/03/2006,YES,Y,195,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,0,2,0,0,19,0,7,9,"1442 VINE ST ABILENE TX- 79602 4631
(32.431449, -99.744876)",2r,6m
REPORT,Y,2017-02-01,428425804,909053,370390,Licensed Center,Discovery Bay Preschool,26600 WESTHEIMER PKWY  KATY TX- 77494 5373,26600 WESTHEIMER PKWY  KATY TX- 77494 5373,FORT BEND,Full Permit,04/23/2009,NO,N,136,"Toddler,Pre-Kindergarten,School",NO,NO,NO,,,0,2,0,0,0,2,0,0,1,"26600 WESTHEIMER PKWY KATY TX- 77494 5373
(29.759369, -95.809082)",2r,4m
REPORT,N,2017-04-21,428434622,1559758,1171753,Licensed Center,Westover Hills Learning Center Medina Valley Campus,15495 US HIGHWAY 90 E  CASTROVILLE TX- 78009 9500,15495 US HIGHWAY 90 E  CASTROVILLE TX- 78009 9500,MEDINA,Full Permit,09/10/2015,NO,N,70,"Infant,Toddler,Pre-Kindergarten",NO,NO,NO,,,1,0,0,0,0,6,0,2,0,"15495 US HIGHWAY 90 E CASTROVILLE TX- 78009 9500
(29.366185, -98.803035)",4s,2a
REPORT,Y,2016-09-19,428419543,818407,208186,Licensed Center,Greenville Avenue Child Development Center,1013 S GREENVILLE AVE  RICHARDSON TX- 75081 5534,1013 S GREENVILLE AVE  RICHARDSON TX- 75081 5534,DALLAS,Full Permit,01/06/2003,NO,Y,83,"Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,1,5,0,1,4,0,0,2,"1013 S GREENVILLE AVE RICHARDSON TX- 75081 5534
(32.934002, -96.735597)",,2a
REPORT,N,2016-09-15,428434592,1559502,1171370,Licensed Center,Creative Care Children's School-Wharton,909 OLIVE ST  WHARTON TX- 77488 4056,909 OLIVE ST  WHARTON TX- 77488 4056,WHARTON,Full Permit,03/24/2015,YES,Y,158,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,5,0,0,0,4,0,1,2,"909 OLIVE ST WHARTON TX- 77488 4056
(34.048025, -117.191107)",1f,2a
REPORT,Y,2017-02-24,428420821,836269- 4010,244010,Licensed Center,Elkins Elementary - YMCA,5787 W J BOAZ RD  FORT WORTH TX- 76179 4432,5315 BOAT CLUB RD  FORT WORTH TX- 76135 1740,TARRANT,Full Permit,10/01/2004,YES,Y,50,"Pre-Kindergarten,School",NO,NO,NO,,,0,1,1,0,0,5,0,0,1,"5787 W J BOAZ RD FORT WORTH TX- 76179 4432
",2r,4m
REPORT,Y,2017-05-24,428421103,840312,253051,Licensed Center,Happy Days Child Learning Center,7330 JACKRABBIT RD  HOUSTON TX- 77095 3518,7330 JACKRABBIT RD  HOUSTON TX- 77095 3518,HARRIS,Full Permit,11/12/2004,NO,Y,158,"Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,1,2,0,0,2,0,0,1,"7330 JACKRABBIT RD HOUSTON TX- 77095 3518
(29.885062, -95.620705)",2r,6m
REPORT,Y,2017-05-22,428418261,548413- 750,164860,Licensed Center,YWCAre at McWhorter Elementary,2711 1ST ST  LUBBOCK TX- 79415 2805,3101 35TH ST  LUBBOCK TX- 79413 2312,LUBBOCK,Full Permit,07/18/2000,NO,Y,12,"Pre-Kindergarten,School",NO,NO,NO,,,0,3,0,0,0,4,0,0,1,"2711 1ST ST LUBBOCK TX- 79415 2805
(33.597851, -101.876172)",2r,4m
REPORT,N,2017-02-10,428429740,1360352,923417,Licensed Center,SARD Loving Arms Learning Academy,1613 INDEPENDENCE BLVD  MISSOURI CITY TX- 77489 3394,1613 INDEPENDENCE BLVD  MISSOURI CITY TX- 77489 3394,FORT BEND,Full Permit,12/29/2011,NO,Y,176,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,4,9,6,0,1,7,0,2,0,"1613 INDEPENDENCE BLVD MISSOURI CITY TX- 77489 3394
(36.892825, -76.140466)",2r,4m
REPORT,Y,2016-04-08,428412000,65132,95626,Licensed Center,Alvin Community College Child Development Laboratory School,3110 MUSTANG RD  ALVIN TX- 77511 4807,3110 MUSTANG RD  ALVIN TX- 77511 4807,BRAZORIA,Full Permit,03/27/1986,NO,N,80,"Toddler,Pre-Kindergarten,School",NO,NO,NO,,,0,2,1,0,0,4,0,0,1,"3110 MUSTANG RD ALVIN TX- 77511 4807
(29.401416, -95.240671)",2r,4m
REPORT,Y,2016-11-07,428413247,185286- 4070,99311,Licensed Center,Casa Grande Head Start Child Development Center,106 Troywood Circle 104 1/2 Troywood Circle Harlingen TX- 78550,402 W ROBERTSON ST  SAN BENITO TX- 78586 3778,CAMERON,Full Permit,09/04/1990,NO,N,110,"Pre-Kindergarten,School",NO,NO,NO,,,0,0,4,0,0,11,0,1,2,"106 Troywood Circle 104 1/2 Troywood Circle Harlingen TX- 78550
(26.207139, -97.739331)",2r,4m
REPORT,N,2017-09-05,428432903,1532108,1133914,Licensed Center,"Children's Park North, Inc.",695 W RUSK ST  ROCKWALL TX- 75087,695 W RUSK ST  ROCKWALL TX- 75087,ROCKWALL,Full Permit,08/20/2014,NO,Y,258,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,3,3,7,0,0,15,0,7,2,"695 W RUSK ST ROCKWALL TX- 75087
(32.930339, -96.465671)",2r,6m
REPORT,N,2017-04-10,428436171,1613256,1229381,Licensed Center,Spanish Grove Academy,22215 WILDERNESS OAK  SAN ANTONIO TX- 78258 2511,22215 WILDERNESS OAK  SAN ANTONIO TX- 78258 2511,BEXAR,Full Permit,02/10/2016,NO,N,150,"Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,5,2,0,0,7,0,2,1,"22215 WILDERNESS OAK SAN ANTONIO TX- 78258 2511
(29.647476, -98.504327)",1f,2a
REPORT,Y,2017-04-25,428433727,1544886,1152532,Licensed Center,Pre-K 4 SA East Education Center,5230 EISENHAUER RD  SAN ANTONIO TX- 78218,5230 EISENHAUER RD  SAN ANTONIO TX- 78218,BEXAR,Full Permit,02/13/2015,NO,N,550,Pre-Kindergarten,NO,NO,NO,,,6,6,5,0,0,28,0,7,24,"5230 EISENHAUER RD SAN ANTONIO TX- 78218
(29.49704, -98.380023)",,7s
REPORT,N,2017-06-28,428417452,537799,156608,Licensed Center,Kidzone Professional Child Care,2407 SAM HOUSTON AVE  HUNTSVILLE TX- 77340 5862,2407 SAM HOUSTON AVE  HUNTSVILLE TX- 77340 5862,WALKER,Full Permit,05/05/1999,YES,Y,111,"Infant,Toddler,Pre-Kindergarten,School",YES,NO,NO,,,18,36,17,3,2,28,0,2,0,"2407 SAM HOUSTON AVE HUNTSVILLE TX- 77340 5862
(30.707155, -95.548518)",,7s
REPORT,Y,2016-12-28,428420462,832547,235582,Licensed Center,First Step Child Care Center,1402 F M 116 S  COPPERAS COVE TX- 76522,1402 F M 116 S  COPPERAS COVE TX- 76522,CORYELL,Full Permit,03/29/2004,NO,Y,82,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,11,10,2,1,0,14,0,1,1,"1402 F M 116 S COPPERAS COVE TX- 76522
",,2a
REPORT,Y,2016-12-28,428420462,832547,235582,Licensed Center,First Step Child Care Center,1402 F M 116 S  COPPERAS COVE TX- 76522,1402 F M 116 S  COPPERAS COVE TX- 76522,CORYELL,Full Permit,03/29/2004,NO,Y,82,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,11,10,2,1,0,14,0,1,1,"1402 F M 116 S COPPERAS COVE TX- 76522
",,7s
REPORT,Y,2017-08-01,428420723,834882,240767,Licensed Center,Grace Kidz World Academy #1,14505 GULF FWY  HOUSTON TX- 77034 5360,PO BOX 891409  HOUSTON TX- 77289 1409,HARRIS,Full Permit,07/30/2004,YES,Y,191,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,7,6,6,1,0,12,1,3,4,"14505 GULF FWY HOUSTON TX- 77034 5360
(29.592886, -95.190782)",4s,2a
REPORT,Y,2017-08-01,428420723,834882,240767,Licensed Center,Grace Kidz World Academy #1,14505 GULF FWY  HOUSTON TX- 77034 5360,PO BOX 891409  HOUSTON TX- 77289 1409,HARRIS,Full Permit,07/30/2004,YES,Y,191,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,7,6,6,1,0,12,1,3,4,"14505 GULF FWY HOUSTON TX- 77034 5360
(29.592886, -95.190782)",4s,7s
REPORT,N,2016-05-20,428425913,923986,388388,Licensed Center,Childrens Lighthouse Helotes,9706 BUSINESS PKWY  HELOTES TX- 78023 4666,9706 BUSINESS PKWY  HELOTES TX- 78023 4666,BEXAR,Full Permit,05/14/2009,NO,N,244,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,3,1,0,0,0,11,0,3,2,"9706 BUSINESS PKWY HELOTES TX- 78023 4666
(29.557978, -98.678503)",1f,2a
REPORT,N,2016-05-20,428425913,923986,388388,Licensed Center,Childrens Lighthouse Helotes,9706 BUSINESS PKWY  HELOTES TX- 78023 4666,9706 BUSINESS PKWY  HELOTES TX- 78023 4666,BEXAR,Full Permit,05/14/2009,NO,N,244,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,3,1,0,0,0,11,0,3,2,"9706 BUSINESS PKWY HELOTES TX- 78023 4666
(29.557978, -98.678503)",1f,7s
REPORT,Y,2017-03-08,428417203,533059,152967,Licensed Center,Daisy Hill Academy,919 CHEEK SPARGER RD  COLLEYVILLE TX- 76034 3879,919 CHEEK SPARGER RD  COLLEYVILLE TX- 76034 3879,TARRANT,Full Permit,02/18/1999,NO,Y,200,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,4,2,0,0,8,0,2,1,"919 CHEEK SPARGER RD COLLEYVILLE TX- 76034 3879
(32.868457, -97.152416)",,2a
REPORT,Y,2017-03-08,428417203,533059,152967,Licensed Center,Daisy Hill Academy,919 CHEEK SPARGER RD  COLLEYVILLE TX- 76034 3879,919 CHEEK SPARGER RD  COLLEYVILLE TX- 76034 3879,TARRANT,Full Permit,02/18/1999,NO,Y,200,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,4,2,0,0,8,0,2,1,"919 CHEEK SPARGER RD COLLEYVILLE TX- 76034 3879
(32.868457, -97.152416)",,7s
REPORT,Y,2017-01-05,428428341,1182546- 1967,706828,Licensed Center,Stepping Stone School XIX,4624 RATCLIFFE DR  KYLE TX- 78640 6340,1910 JUSTIN LN  AUSTIN TX- 78757 2492,HAYS,Full Permit,12/20/2010,NO,Y,193,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,4,4,0,0,0,24,0,3,11,"4624 RATCLIFFE DR KYLE TX- 78640 6340
(30.02066, -97.873386)",,2a
REPORT,Y,2017-01-05,428428341,1182546- 1967,706828,Licensed Center,Stepping Stone School XIX,4624 RATCLIFFE DR  KYLE TX- 78640 6340,1910 JUSTIN LN  AUSTIN TX- 78757 2492,HAYS,Full Permit,12/20/2010,NO,Y,193,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,4,4,0,0,0,24,0,3,11,"4624 RATCLIFFE DR KYLE TX- 78640 6340
(30.02066, -97.873386)",,7s
ASSESSMENT,,2017-10-10,428438571,823820,218135,Registered Child-Care Home,Carol Lamkin,495 COUNTY ROAD 397  GAINESVILLE TX- 76240 1055,495 COUNTY ROAD 397  GAINESVILLE TX- 76240 1055,COOKE,Registered,01/14/2003,NO,Y,12,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,9,7,3,0,0,7,1,3,0,"495 COUNTY ROAD 397 GAINESVILLE TX- 76240 1055
(33.52573, -97.359746)",4s,7s
ASSESSMENT,,2017-10-10,428438571,823820,218135,Registered Child-Care Home,Carol Lamkin,495 COUNTY ROAD 397  GAINESVILLE TX- 76240 1055,495 COUNTY ROAD 397  GAINESVILLE TX- 76240 1055,COOKE,Registered,01/14/2003,NO,Y,12,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,9,7,3,0,0,7,1,3,0,"495 COUNTY ROAD 397 GAINESVILLE TX- 76240 1055
(33.52573, -97.359746)",2r,7s
REPORT,N,2016-12-10,428433867,1546805,1154882,Licensed Center,Arts & Learning Center,5901 MCPHERSON RD STE 11C LAREDO TX- 78041 6197,5901 MCPHERSON RD STE 11C LAREDO TX- 78041 6197,WEBB,Full Permit,01/30/2015,NO,Y,54,"Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,3,0,0,1,5,0,1,0,"5901 MCPHERSON RD STE 11C LAREDO TX- 78041 6197
",,4m
REPORT,Y,2016-12-12,428432819,1531648,1133257,Licensed Center,"Rainbow Academy, Inc",2227 CHEYENNE ST  IRVING TX- 75062 7264,2227 CHEYENNE ST  IRVING TX- 75062 7264,DALLAS,Full Permit,09/12/2014,NO,Y,74,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,20,15,5,2,5,23,0,5,5,"2227 CHEYENNE ST IRVING TX- 75062 7264
(32.838875, -97.006559)",,2a
REPORT,Y,2016-12-12,428432819,1531648,1133257,Licensed Center,"Rainbow Academy, Inc",2227 CHEYENNE ST  IRVING TX- 75062 7264,2227 CHEYENNE ST  IRVING TX- 75062 7264,DALLAS,Full Permit,09/12/2014,NO,Y,74,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,20,15,5,2,5,23,0,5,5,"2227 CHEYENNE ST IRVING TX- 75062 7264
(32.838875, -97.006559)",,7s
REPORT,Y,2016-07-15,428411409,31163,94507,Licensed Center,Ella Austin Child Center,1023 N PINE ST  SAN ANTONIO TX- 78202 1203,PO BOX 8147  SAN ANTONIO TX- 78208 0147,BEXAR,Full Permit,11/27/1985,NO,Y,95,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,6,1,1,0,16,0,6,3,"1023 N PINE ST SAN ANTONIO TX- 78202 1203
(39.743524, -75.541275)",,7s
