NARRATIVE,STANDARD_NUMBER_DESCRIPTION,CORRECTED_DATE,DATE_CORRECTION_VERIFIED,OPERATION_ID
Seven children interviewed reported excessive physical force and inappropriate techniques being used during restraints. Two children were observed with injures resulting from restraints.,748.2551(c)(2) - EBI Implementation-Caregiver must use the minimal amount of reasonable and necessary physical force,09/20/2017 12:00:00 AM,09/20/2017 12:00:00 AM,94715
A child was restrained after he had fallen and injured his collar bone.,748.2553(2)(A) - EBI Release-Child released from personal restraint immediately in emergency health situation and treatment obtained immediately,08/26/2016 12:00:00 AM,06/27/2017 12:00:00 AM,322127
"Restraint report reviewed found missing following information:  -Documentation that child was observed at least 15 minutes  after the restraint.  -Providing the child with an opportunity to discuss the situation that led to the need for emergency behavior intervention and the caregivers reaction to that situation.  -Staffs debrief with each other concerning the incident.  -Debrief with children in care who witness the incident.  -The name of the caregiver(s) who administered the restraint.  -Name of the person(s) who observed the child.  -The childs condition following the use of the medication or release from the intervention, including any injury.",748.2851(a)(2) - EBI Follow-Up-Caregivers must observe child for at least 15 minutes,07/07/2017 12:00:00 AM,08/25/2017 12:00:00 AM,111812
There was no discussion with the child about being restrained and the child injuring a staff member.,748.2851(b) - EBI Follow-Up-Caregivers involved in EBI must conduct a post discussion with child,10/28/2016 12:00:00 AM,12/07/2016 12:00:00 AM,276920
A child in care was restrained by staff which resulted in an injury.  No incident report was identified that pertained specifically to this incident.,"748.2855(a) - EBI Documentation-Caregiver must document EBI in child's record as soon as possible, but no later than 24 hours after initiation of the intervention",04/08/2016 12:00:00 AM,09/29/2016 12:00:00 AM,757529
"Childs EBI documentation from April 4, 2017 did not include any documentation if the child was injured or if the child sustained any adverse effects caused by the EBI. or the condition of the child after the EBI was not documented.","748.2855(a)(10) - EBI Documentation-Must include child's condition following EBI, including any injury child sustained or any adverse effects caused by use of EBI",07/28/2017 12:00:00 AM,08/10/2017 12:00:00 AM,276920
A serious incident report was not made to Licensing with--in 24 hours of a fracture injury that warranted treatment by a medical professional.,748.303(a)(2)(A) - Serious Incident-Report to Licensing no later than 24 hours after injury/illness that warrants treatment by a medical professional or hospitalization,04/07/2016 12:00:00 AM,,94172
"A child in care sustained an injury requiring stitches in May 2016, the incident was reported in June 2016.",748.303(a)(2)(A) - Serious Incident-Report to Licensing no later than 24 hours after injury/illness that warrants treatment by a medical professional or hospitalization,06/23/2016 12:00:00 AM,,94172
Operation failed to report injuries to residents requiring medical attention.,748.303(a)(2)(A) - Serious Incident-Report to Licensing no later than 24 hours after injury/illness that warrants treatment by a medical professional or hospitalization,03/01/2017 12:00:00 AM,04/24/2017 12:00:00 AM,276920
"A child sustained a serious injury that required medical treatment by a professional was reported to licensing and the guardian more than 24 hours after the injury and professional care was received, see 748.303(a)(2)(B).",748.303(a)(2)(A) - Serious Incident-Report to Licensing no later than 24 hours after injury/illness that warrants treatment by a medical professional or hospitalization,06/24/2016 12:00:00 AM,,95069
"During an inspection at the operation on 8/22/16, there were no serious incident reports in the record of a child that was injured. documenting an injury was received on 8/20/16. This injury was also not reported to RCCL.",748.303(a)(2)(A) - Serious Incident-Report to Licensing no later than 24 hours after injury/illness that warrants treatment by a medical professional or hospitalization,08/29/2016 12:00:00 AM,09/28/2016 12:00:00 AM,95099
Resident in care fell while playing on campus on 02/27/16. The operation received the x-ray result via fax confirming of a fracture on 2/28/16 at 7:32 AM. The operation reported this injury to Licensing on 2/29/16 at 1:50PM,748.303(a)(2)(A) - Serious Incident-Report to Licensing no later than 24 hours after injury/illness that warrants treatment by a medical professional or hospitalization,04/05/2016 12:00:00 AM,04/05/2016 12:00:00 AM,224905
During the physical altercation a child received an injury to her hand that required medical attention. This incident was not reported to licensing.,748.303(a)(2)(A) - Serious Incident-Report to Licensing no later than 24 hours after injury/illness that warrants treatment by a medical professional or hospitalization,05/30/2017 12:00:00 AM,07/17/2017 12:00:00 AM,1252288
A child in care of the operation was injured during a physical altercation with another resident and was taken to the emergency room for treatment.  The operation did not report this to Licensing.,748.303(a)(2)(A) - Serious Incident-Report to Licensing no later than 24 hours after injury/illness that warrants treatment by a medical professional or hospitalization,09/16/2015 12:00:00 AM,07/27/2017 12:00:00 AM,94367
A child received an injury that required medical attention.  The Agency failed to report the incident to licensing as required per minimum standards.,748.303(a)(2)(A) - Serious Incident-Report to Licensing no later than 24 hours after injury/illness that warrants treatment by a medical professional or hospitalization,11/18/2016 12:00:00 AM,11/30/2016 12:00:00 AM,95805
The operation did not report child injury to Licensing within the required timeframe.,748.303(a)(2)(A) - Serious Incident-Report to Licensing no later than 24 hours after injury/illness that warrants treatment by a medical professional or hospitalization,05/05/2017 12:00:00 AM,05/05/2017 12:00:00 AM,1244178
An injury to a child requiring medical attention was not reported to licensing in the 24 hour timeframe.    Corrected at Inspection: The incident has been reported and the child has recieved medical attention and followups.,748.303(a)(2)(A) - Serious Incident-Report to Licensing no later than 24 hours after injury/illness that warrants treatment by a medical professional or hospitalization,02/22/2016 12:00:00 AM,,107290
A child in care was  physically disciplined and injured by a staff member and this was not reported to the abuse/neglect hotline in a timely manner as further defined by this standard.,"748.303(a)(3)(A) - Serious Incident-Report to Licensing as soon as aware of allegations or indications of abuse, neglect, or exploitation of a child",05/02/2016 12:00:00 AM,01/23/2017 12:00:00 AM,353978
"Two children were involved in a physical altercation, in which one of the children sustained an injury to her nose, and this information was not reported to Licensing.",748.303(a)(4)(A) - Serious Incident-Report to Licensing no later than 24 hours after an incident of physical abuse of a child against another child,01/22/2016 12:00:00 AM,06/26/2016 12:00:00 AM,838390
"The operation failed to write an incident report regarding injuries and an altercation involving a child in care.  The child was involved in an altercation where the child was assaulted by peers; however, no incident report was documented.",748.311 - Serious Incident Documentation-Documented in written report,08/25/2017 12:00:00 AM,08/24/2017 12:00:00 AM,276920
"Child in care displayed two incidents of self-injury, one requiring medical care, and no documentation was completed for either incidents.",748.311 - Serious Incident Documentation-Documented in written report,04/05/2016 12:00:00 AM,08/25/2017 12:00:00 AM,757529
A child in care received a self inflicted injury due to non-complaint behavior.,748.311(6) - Serious Incident Documentation-Includes nature of the incident,10/27/2016 12:00:00 AM,,272125
A serious incident report did not include information about what preceded a child kicking a wall and injuring their foot.,748.311(7) - Serious Incident Documentation-Includes circumstances surrounding the incident,01/13/2017 12:00:00 AM,02/02/2017 12:00:00 AM,757529
There  was no  documentation provided  regarding the injury  from  the  short  personal restraint attempt. Staff reports that she  treated the injury  but  it  may have  been  more  severe  than the care provided.,748.313(2) - Serious Incident critical injury resulting from short personal restraint-document short personal restraint and precipitating circumstances/behaviors,11/19/2015 12:00:00 AM,04/03/2016 12:00:00 AM,106940
The loose fill under the monkey bars measured 4 inches and should be 9 inches.  A child fell from the monkey bars and sustained an injury.,"748.3563(c) - Protective Surfacing-If loose-fill surfacing materials are used, the operation must install 9 inches or more of uncompressed loose-fill material",10/14/2015 12:00:00 AM,01/07/2016 12:00:00 AM,276920
Incident reports completed for self-harming behaviors indicate injuries were received but do not reflect treatment provided or if treatment not needed.,748.393(b)(4) - Active child record-Ensure record is kept accurate and current,08/01/2016 12:00:00 AM,08/02/2016 12:00:00 AM,132987
Operation will be cited due to the careless action of staff who failed to utilize prudent judgment in the presence of children.  Caregiver failed to stop a child from teasing another child with a air gun.  Injury occurred  to a child  when caregiver/resident  pretended to chase after another child in care with a air rifle.,"748.507(1) - Employee general responsibilities-Demonstrate competency, prudent judgment, self-control in presence of children and when performing assigned tasks",12/08/2015 12:00:00 AM,12/09/2015 12:00:00 AM,242755
"A child was injured while mowing grass on a work detail. The staff member in charge of the detail failed to exercise prudent judgment when the staff member allowed the children to mow grass nearby each other.  In addition, the working environment for the children became increasingly hazardous as they continued to mow grass, which was in some areas near knee height, in the rain.  The potential for this accident was foreseeable, and it could have been easily avoided.","748.507(1) - Employee general responsibilities-Demonstrate competency, prudent judgment, self-control in presence of children and when performing assigned tasks",11/20/2015 12:00:00 AM,11/13/2015 12:00:00 AM,261771
"A staff member did not demonstrate competency, prudent judgment or self-control when they engaged in a physical altercation with a child that resulted in the child receiving injuries.","748.507(1) - Employee general responsibilities-Demonstrate competency, prudent judgment, self-control in presence of children and when performing assigned tasks",06/14/2016 12:00:00 AM,06/14/2016 12:00:00 AM,164859
Staff member was not present and appropriately supervising a child when the child was injured during an outing.,748.685(a)(3) - Caregiver responsibility - being aware of and accountable for each child's on-going activity,07/28/2017 12:00:00 AM,07/18/2017 12:00:00 AM,110799
"It was determined the residents were not appropriately supervised by staff members on duty.  As a result, one resident was injured by a second resident.",748.685(a)(3) - Caregiver responsibility - being aware of and accountable for each child's on-going activity,05/26/2016 12:00:00 AM,06/02/2016 12:00:00 AM,146266
Direct staff failed to provide adequate supervision which resulted to an injury on a child in care.,748.685(a)(3) - Caregiver responsibility - being aware of and accountable for each child's on-going activity,03/22/2016 12:00:00 AM,04/04/2016 12:00:00 AM,276920
Direct care staff failed to provide adequate supervision which resulted in injury to a child in care.,748.685(a)(3) - Caregiver responsibility - being aware of and accountable for each child's on-going activity,04/05/2016 12:00:00 AM,05/12/2016 12:00:00 AM,250700
"Staff failed to maintain accountability of two residents, who exhibited escalating non-compliance, illegal substance use, and one with a history of self-injurious behaviors.",748.685(a)(3) - Caregiver responsibility - being aware of and accountable for each child's on-going activity,08/01/2016 12:00:00 AM,07/29/2016 12:00:00 AM,1169501
Staff failed to provided adequate supervision and be aware of the ongoing activity of a child that has self-injurious behaviors.,748.685(a)(3) - Caregiver responsibility - being aware of and accountable for each child's on-going activity,11/03/2015 12:00:00 AM,11/05/2015 12:00:00 AM,190360
"Based on serious incident reports, two children sustained 10 accidental injuries and bites by the same child in care in a five month period. Therefore, it was determined that staff did not provide adequate supervision to children in care.",748.685(a)(4) - Caregiver responsibility - providing the level of supervision necessary to ensure each child's safety and well-being,08/31/2016 12:00:00 AM,09/14/2016 12:00:00 AM,158507
Direct staff failed to provide adequate supervision which resulted to an injury on a child in care.,748.685(a)(4) - Caregiver responsibility - providing the level of supervision necessary to ensure each child's safety and well-being,07/15/2016 12:00:00 AM,07/27/2016 12:00:00 AM,1104342
"Two children were not supervised appropriately. The staff person responsible for these children left the children alone while he filled up a cup with water, right after the first altercation. During the time the staff was absent, the two children got into another altercation, resulting in one child being injured.",748.685(a)(4) - Caregiver responsibility - providing the level of supervision necessary to ensure each child's safety and well-being,11/11/2016 12:00:00 AM,12/05/2016 12:00:00 AM,1249442
Direct staff failed to provide adequate supervision which resulted to an injury on a child in care.,748.685(a)(4) - Caregiver responsibility - providing the level of supervision necessary to ensure each child's safety and well-being,05/13/2016 12:00:00 AM,11/14/2016 12:00:00 AM,434532
Direct care staff failed to appropriately supervise children in care which resulted in a child receiving an injury after being inappropriately touched.,748.685(a)(4) - Caregiver responsibility - providing the level of supervision necessary to ensure each child's safety and well-being,05/11/2016 12:00:00 AM,05/26/2016 12:00:00 AM,110799
An operation staff member allowed to a child to leave their assigned group without verifying  another staff assumed supervision of this child. This child ran out of the operation and was injured.,748.685(a)(4) - Caregiver responsibility - providing the level of supervision necessary to ensure each child's safety and well-being,07/20/2017 12:00:00 AM,08/07/2017 12:00:00 AM,276920
It was determined that a child in care was not being appropriately supervised which resulted in injury.,748.685(a)(4) - Caregiver responsibility - providing the level of supervision necessary to ensure each child's safety and well-being,10/31/2016 12:00:00 AM,11/03/2016 12:00:00 AM,1249442
Evidence gathered supports there were at least two fights between children of varying ages that resulted in injuries. Staff did not consistently intervene and provide additional oversight to reduce risk to children.,748.685(a)(4) - Caregiver responsibility - providing the level of supervision necessary to ensure each child's safety and well-being,04/07/2017 12:00:00 AM,07/18/2017 12:00:00 AM,1169501
A child in care sustained multiple bruises. Caregivers were unsure of how these injuries occurred.,748.685(a)(4) - Caregiver responsibility - providing the level of supervision necessary to ensure each child's safety and well-being,04/18/2017 12:00:00 AM,04/13/2017 12:00:00 AM,206448
"Caregivers did not provide one to one supervision to child, as required by child's service plan.  As a result, child was involved in altercation which resulted in serious injury to his head.",748.685(a)(4) - Caregiver responsibility - providing the level of supervision necessary to ensure each child's safety and well-being,05/27/2016 12:00:00 AM,06/10/2016 12:00:00 AM,397851
Child in care and staff validated that child continuously punched the wall to the point of requiring medical attention; staff did not appropriately intervene to prevent further injury. There were further concerns of adequate number staff not being available to supervise the children and maintain their safety.,748.685(a)(4) - Caregiver responsibility - providing the level of supervision necessary to ensure each child's safety and well-being,03/15/2017 12:00:00 AM,03/22/2017 12:00:00 AM,132987
"Staff failed to follow operational policy and procedures, as a result a child sustained injuries to the body.",748.685(a)(4) - Caregiver responsibility - providing the level of supervision necessary to ensure each child's safety and well-being,11/16/2016 12:00:00 AM,11/15/2016 12:00:00 AM,138281
Staff did not provide child in care with appropriate supervision which resulted in the child engaging in self-injury and required medical care.,748.685(a)(4) - Caregiver responsibility - providing the level of supervision necessary to ensure each child's safety and well-being,04/05/2016 12:00:00 AM,08/25/2017 12:00:00 AM,757529
"The caregiver was unable to be see nor hear the children's activity as they were able to leave the common room and go into the restroom where the incident occurred.  After conducting multiple interviews with children and staff involved, it was determined that the caregiver was preoccupied as he was trying to get the basketball game to come on the computer/tv so the children could watch it.  As he was doing this, five children were able to leave the area and go into the restroom.  There is a door that closes between the common room/dorm area and the restrooms.  This closes automatically as it is on a spring.  The staff member was unaware that five children had left the area and gone into the restroom where two of the children fought and one of those children sustained injuries.",748.685(a)(4) - Caregiver responsibility - providing the level of supervision necessary to ensure each child's safety and well-being,09/08/2017 12:00:00 AM,09/01/2017 12:00:00 AM,1256064
"Staff members were unable to intervene to ensure the safety of two children who engaged in a physical altercation.  The children fought until they both tired and agreed to stop hitting each other, which resulted in minor injuries.",748.685(a)(5) - Caregiver responsibility - being able to intervene when necessary to ensure child's safety,12/30/2016 12:00:00 AM,02/15/2017 12:00:00 AM,497972
Information gathered in the investigation indicates the caregivers were unable to intervene when two children became engaged in a physical confrontation resulting in an injury to a child.  A child in care separated the children and stopped the altercation.,748.685(a)(5) - Caregiver responsibility - being able to intervene when necessary to ensure child's safety,04/21/2017 12:00:00 AM,04/28/2017 12:00:00 AM,94152
02-01-2016. The operation submitted a compliance response on 12-23-2015 and the unannounced follow up inspection on 02-01-2016 revealed the operation has not yet implemented the compliance plan.     Caregivers failed to provide the necessary level of supervision in order to be able to intervene and prevent an altercation which resulted in serious injuries to children in care. Caregivers were inside camp structures which impeded their ability to supervise residents who were outside playing a game. An argument ensued between residents and staff members were not present in order to attempt de-escalation.,748.685(a)(5) - Caregiver responsibility - being able to intervene when necessary to ensure child's safety,02/16/2016 12:00:00 AM,03/24/2016 12:00:00 AM,216920
Caregivers failed to provide the necessary level of supervision in order to be able to intervene and prevent an altercation which resulted in serious injuries to children in care. Caregivers were inside camp structures which impeded their ability to supervise residents who were outside playing a game. An argument ensued between residents and staff members were not present in order to attempt de-escalation.,748.685(a)(5) - Caregiver responsibility - being able to intervene when necessary to ensure child's safety,01/08/2016 12:00:00 AM,02/01/2016 12:00:00 AM,216920
Child was left unsupervised in the kitchen with another child who physically assaulted the child causing an injury to his head and face.,748.685(a)(5) - Caregiver responsibility - being able to intervene when necessary to ensure child's safety,07/10/2017 12:00:00 AM,07/25/2017 12:00:00 AM,276920
"A teen in care was self harming in the restroom. Staff could hear the child in distress and did not enter the bathroom or call for back up, the child's injuries were not discovered until the child left the bathroom. The child was walked to the nurse's office by another child in care.",748.685(a)(5) - Caregiver responsibility - being able to intervene when necessary to ensure child's safety,12/18/2015 12:00:00 AM,12/17/2015 12:00:00 AM,94367
A caregiver physically redirected a child out of an office when the child slipped and fell on a wet floor.  The child sustained an injury that required medical treatment.,"748.685(b)(4) - Caregiver responsibility - when deciding how close to supervise take into account the surrounding circumstances, hazards, and risks",06/30/2017 12:00:00 AM,07/11/2017 12:00:00 AM,291464
Child in care with an extensive history of self-harm had multiple incidents of self-injurious behavior but was not placed on increased supervision.,"748.685(b)(5) - Caregiver responsibility - when deciding how close to supervise, takes into account the child's physical, mental, emotional, and social needs",08/01/2016 12:00:00 AM,09/01/2016 12:00:00 AM,132987
"According to staff member's testimony and documentation child displayed multiple incidents of self injury, made self harming and/or suicidal comments, and requested hospitalization during the weeks and months before overdosing on medication in attempts to commit suicide.","748.685(b)(5) - Caregiver responsibility - when deciding how close to supervise, takes into account the child's physical, mental, emotional, and social needs",08/19/2016 12:00:00 AM,11/01/2016 12:00:00 AM,132987
A child in care was hit by a vehicle off campus.  The child called the operation for a ride and a caregiver at the operation did not pick the child up or arrange for the child to be picked up.  The child was injured from the accident.,748.685(d)(4) - Caregiver responsibility- Child may have unsupervised activity based on caregiver assessment and service plan; you must be available in an emergency,05/10/2016 12:00:00 AM,07/08/2016 12:00:00 AM,344357
A child in care received inappropriate care and handling that resulted in a significant injury.,749.1003(b)(1)(A) - Children's rights-Safety & care including right to good care & treatment that meets child's needs,08/18/2017 12:00:00 AM,08/17/2017 12:00:00 AM,1229119
Foster parent engaged in sexual conduct with a young foster child resulting in an injury requiring medical care and hospitalization.,"749.1003(b)(1)(B) - Children's rights-Safety & care including right to be free from abuse, neglect and exploitation",08/28/2017 12:00:00 AM,09/07/2017 12:00:00 AM,1170982
"Child had an injury to a vital body part, which was inflicted by caregiver and consistent with physical abuse.","749.1003(b)(1)(B) - Children's rights-Safety & care including right to be free from abuse, neglect and exploitation",04/03/2017 12:00:00 AM,,273849
Two children in care sustained multiple fractures which are indicative of non-accidental causes. Toddler presented with linear bruising to the face/left eye. The injury was also assessed by medical practitioner. The injury was determined to be non-accidental and consistent with a slap mark. Caregiver explanation of the injury was inconsistent with plausible injury mechanism.,"749.1003(b)(4) - Children's rights-Adhere to the child's rights to be free of abuse, neglect, and exploitation as defined in Texas Family Code 261.401",05/13/2016 12:00:00 AM,08/31/2016 12:00:00 AM,304987
A foster parent committed medical neglect by not seeking immediate medical attention for a child in care. The foster parent was aware the child was injured.,"749.1003(b)(4) - Children's rights-Adhere to the child's rights to be free of abuse, neglect, and exploitation as defined in Texas Family Code 261.401",10/15/2015 12:00:00 AM,11/18/2015 12:00:00 AM,312384
A caregiver admitted to causing an injury to a child in care.,"749.1003(b)(4) - Children's rights-Adhere to the child's rights to be free of abuse, neglect, and exploitation as defined in Texas Family Code 261.401",07/06/2017 12:00:00 AM,07/12/2017 12:00:00 AM,95689
Two children in care presented with injuries to a vital part of the body (face) which lasted over 24 hours. One child in care was medically evaluated and determined that they were not provided with sufficient nutrition to support growth and development.,"749.1003(b)(4) - Children's rights-Adhere to the child's rights to be free of abuse, neglect, and exploitation as defined in Texas Family Code 261.401",09/13/2016 12:00:00 AM,03/01/2017 12:00:00 AM,273495
"A child in care had bruising to the right upper arm, left forearm, and left abdomen.  Medical professionals determined the injuries to the abdomen are concerning for inflicted injuries.","749.1003(b)(4) - Children's rights-Adhere to the child's rights to be free of abuse, neglect, and exploitation as defined in Texas Family Code 261.401",07/01/2016 12:00:00 AM,07/01/2016 12:00:00 AM,160955
Toddler in care sustained significant burns to neck and arms while in the direct care of the caregiver. Toddler also had fracture to fingers. Injuries were determined to be not accidental by medical personnel.,"749.1003(b)(4) - Children's rights-Adhere to the child's rights to be free of abuse, neglect, and exploitation as defined in Texas Family Code 261.401",05/01/2017 12:00:00 AM,05/11/2017 12:00:00 AM,266279
"During the investigation, it was found that a child in care sustained multiple injuries patterned bruises that were consistent with being with being hit with a cord like object.",749.1003(b)(5)(B) - Children's rights-Adhere to the child's rights to be free from being subjected to corporal punishment,07/14/2017 12:00:00 AM,,269604
Child in care did not provide appropriate medical attention for an extensive injury.,"749.1401(a)(2) - General medical requirements-A child in care must receive medical care as needed for injury, illness, and pain",10/17/2016 12:00:00 AM,09/28/2016 12:00:00 AM,296126
A child in care failed to receive prompt medical attention by caregiver for an injury. Child sustained an injury requiring medical attention on 11/08/15 and did not see a medical professional until 11/13/15.,"749.1401(a)(2) - General medical requirements-A child in care must receive medical care as needed for injury, illness, and pain",12/29/2015 12:00:00 AM,12/29/2015 12:00:00 AM,153033
Foster parent was aware a child in care was in pain from an obtained injury. Medical attention was not provided until five days after the injury occurred. The foster parent delayed medical attention.,"749.1401(a)(2) - General medical requirements-A child in care must receive medical care as needed for injury, illness, and pain",10/21/2015 12:00:00 AM,11/18/2015 12:00:00 AM,312384
A child was schedule to follow up within 1-2 days of an injury. The follow up was not conducted until 10/24/2016.,749.1401(b)(3) - General medical requirements-Child's record must have written record of each medical exam noting follow-up treatment recommendations and appointments,12/22/2016 12:00:00 AM,12/14/2016 12:00:00 AM,855512
The child was taken to the ER on 01/14/17 for an eye injury and the paperwork documents to follow up with an Ophthalmologist within 2-3 days.  The child was not taken to the Ophthalmologist until 03/06/17 after she was placed in another home.,749.1401(d) - General medical requirements-Obtain follow-up medical treatment as recommended by the health-care professional,03/10/2017 12:00:00 AM,,100268
It has been determined that the foster mother did not obtain the necessary follow-up medical treatment within the time frame required by health-care professionals. Medical documents stated that the child's stitches should have been removed within 10 to 14 days.  The child did not have a follow-up medical appointment to remove stitches until 24 days after the injury.  Based on this information the agency has been found in violation of standard 749.1401(d).,749.1401(d) - General medical requirements-Obtain follow-up medical treatment as recommended by the health-care professional,07/07/2016 12:00:00 AM,07/07/2016 12:00:00 AM,111048
A child in care was found at the bottom of the stairs with injuries.  There was no gate preventing the toddler aged child access to the stairway.,749.1841(b) - Toddler requirements-A toddler's caregiver must ensure that the environment is safe,03/10/2016 12:00:00 AM,06/09/2016 12:00:00 AM,975649
A caregiver inappropriately disciplined a child in care leaving injuries.,"749.1953(a) - Corporal Punishment-May not use/threaten corporal punishment, such as hitting/spanking, forced exercise, holding physical position, unproductive work.",02/19/2016 12:00:00 AM,07/10/2015 12:00:00 AM,265394
Children in care sustained significant facial bruising and abrasions to the face and ear.  The injuries are consistent with repeated blows to the face and pinching of the ear.,"749.1953(a) - Corporal Punishment-May not use/threaten corporal punishment, such as hitting/spanking, forced exercise, holding physical position, unproductive work.",03/18/2016 12:00:00 AM,03/25/2016 12:00:00 AM,816489
"Caregiver grabbed child by the arm, while disciplining, causing injury to the child. Child was observed to have scars relating to the incident on his arm. Caregiver admitted to grabbing the child by the arm.","749.1957(1) - Other Prohibited Discipline-Any harsh, cruel, unusual, unnecessary, demeaning, or humiliating discipline or punishment",05/04/2016 12:00:00 AM,05/13/2016 12:00:00 AM,526889
Agency staff member required a child in care to walk barefoot when the child refused to comply. This resulted in significant injury to the child.,"749.1957(1) - Other Prohibited Discipline-Any harsh, cruel, unusual, unnecessary, demeaning, or humiliating discipline or punishment",08/12/2016 12:00:00 AM,08/08/2016 12:00:00 AM,95711
The caregiver completed an unnecessary act when she grabbed the child by his face in an attempt to remove from his mouth. She also used excessive force causing an injury.,"749.1957(1) - Other Prohibited Discipline-Any harsh, cruel, unusual, unnecessary, demeaning, or humiliating discipline or punishment",07/06/2017 12:00:00 AM,07/12/2017 12:00:00 AM,95689
A child was restrained by a caregiver in a situation which was not an emergency situation. The child did not exhibit any behaviors which placed them or the caregiver at risk of harm. The child was placed into a restraint and sustained an injury.,749.2055(a)(2) - Emergency Behavior Intervention-Basis for EBI is emergency situation or to administer medication,03/31/2017 12:00:00 AM,03/23/2017 12:00:00 AM,296126
A child in care was inappropriately restrained when she was grabbed by the arm by her foster parent  which resulted in an injury to her elbow.,749.2061(a)(2) - Short Personal Restraint-Caregiver must use minimal amount of reasonable and necessary physical force,06/27/2016 12:00:00 AM,07/11/2016 12:00:00 AM,95720
"During the investigation, a child in care sustained physical injuries as a result of an improper Emergency Behavior Intervention implemented by a caregiver.","749.2151(c)(1) - EBI Implementation-Caregiver must minimize risk of physical discomfort, harm, or pain to the child",06/06/2017 12:00:00 AM,06/15/2017 12:00:00 AM,777769
A toddler child in the home sustained bruising to non vital body parts. The caregivers were unaware of how the injuries occurred.,749.2593(a)(2) - Supervision-The caregiver is responsible for being aware of and accountable for each child's on-going activity,05/17/2017 12:00:00 AM,08/01/2017 12:00:00 AM,95728
Child in care was left unsupervised while caregiver was in the bathroom.  Caregiver was unaware of child's activity and child sustained injury from an alleged fall down the stairs.,749.2593(a)(2) - Supervision-The caregiver is responsible for being aware of and accountable for each child's on-going activity,03/10/2016 12:00:00 AM,06/09/2016 12:00:00 AM,975649
A child in care sustained injuries which could not  be explained or accounted for by the caregiver for  the child.,749.2593(a)(2) - Supervision-The caregiver is responsible for being aware of and accountable for each child's on-going activity,05/01/2017 12:00:00 AM,05/10/2017 12:00:00 AM,1144028
Child in care sustained a bump and bruise to the forehead in which caregivers could not provide an explanation. Caregivers were not aware of child's on-going activities as the child was able to sustain an injury without their knowledge.,749.2593(a)(2) - Supervision-The caregiver is responsible for being aware of and accountable for each child's on-going activity,09/13/2016 12:00:00 AM,03/01/2017 12:00:00 AM,273495
"During the investigation it was found that a child in care sustained a burn to their hand.  The child's service plan stated that the caregiver was to have line of sigh supervision at all times; however, the caregiver was unable to account for how the child sustained the injury.",749.2593(a)(2) - Supervision-The caregiver is responsible for being aware of and accountable for each child's on-going activity,08/11/2017 12:00:00 AM,09/01/2017 12:00:00 AM,1106901
Children in care presented with unexplained injuries. Caregiver's explanation was not consistent with injury types and medical reports.,749.2593(a)(2) - Supervision-The caregiver is responsible for being aware of and accountable for each child's on-going activity,05/01/2017 12:00:00 AM,05/31/2017 12:00:00 AM,1105182
Child was injured while being outside unsupervised.,"749.2593(a)(3) - Supervision-The caregiver is responsible for ensuring each child's safety and well being, including auditory and/or visual awareness of the child",06/20/2016 12:00:00 AM,06/10/2016 12:00:00 AM,1105182
Child in care sustained an injury due to obstruction of the home.,"749.2593(a)(3) - Supervision-The caregiver is responsible for ensuring each child's safety and well being, including auditory and/or visual awareness of the child",05/15/2017 12:00:00 AM,05/31/2017 12:00:00 AM,1163043
Foster parent took 5 children to a swimming pool. Foster parent did not adequately supervise the children causing one of the children in care to sustain an injury to the head which resulted in the child going to the emergency room for medical attention.  Information gathered throughout the investigation indicated that the foster parent was on a cellphone and did not witness what happened to the child. Another person at the pool assisted the child because the foster parent was not aware of the incident.,"749.2593(a)(3) - Supervision-The caregiver is responsible for ensuring each child's safety and well being, including auditory and/or visual awareness of the child",08/01/2017 12:00:00 AM,08/14/2017 12:00:00 AM,273495
Caregivers were unable to provide an explanation of how a toddler and young child in care sustained significant physical injuries.,"749.2593(a)(3) - Supervision-The caregiver is responsible for ensuring each child's safety and well being, including auditory and/or visual awareness of the child",03/18/2016 12:00:00 AM,03/25/2016 12:00:00 AM,816489
It was determined that a young child was left unsupervised in the home and received a serious injury.,"749.2593(a)(3) - Supervision-The caregiver is responsible for ensuring each child's safety and well being, including auditory and/or visual awareness of the child",05/22/2017 12:00:00 AM,06/07/2017 12:00:00 AM,526889
Child in care presented with unexplained injuries.,"749.2593(a)(3) - Supervision-The caregiver is responsible for ensuring each child's safety and well being, including auditory and/or visual awareness of the child",03/13/2017 12:00:00 AM,03/21/2017 12:00:00 AM,296126
"Children in care were left with an unauthorized caregiver by the foster parent in their absence. During this time children engaged in aggressive behaviors, one resulting in an injury sustained by a child in care, due to lack of close supervision as required by the children's history and behaviors.",749.2593(a)(4) - Supervision-The caregiver is responsible for being able to intervene when necessary to ensure each child's safety,03/10/2017 12:00:00 AM,03/09/2017 12:00:00 AM,278706
Child was injured while due to inadequate supervision.,749.2593(a)(4) - Supervision-The caregiver is responsible for being able to intervene when necessary to ensure each child's safety,10/17/2016 12:00:00 AM,10/28/2016 12:00:00 AM,296126
Child in care presented with serious unexplained injury. Caregiver's explanation was inconsistent with injury,749.2593(a)(5) - Supervision-The caregiver is responsible for not performing tasks that clearly impede the caregiver's ability to supervise and interact with children,05/10/2017 12:00:00 AM,05/16/2017 12:00:00 AM,1144028
