OPERATION_NAME,LOCATION_ADDRESS,COUNTY,STANDARD_NUMBER_DESCRIPTION,CORRECTED_DATE,NARRATIVE,TECHNICAL_ASSISTANCE_GIVEN,OPERATION_TYPE
Wonderland Montessori Academy of Valley Ranch,2090 MARKET PLACE BLVD  IRVING TX- 75063 3939,DALLAS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,11/23/2016 12:00:00 AM,This standard was evaluated as a result of an investigation and found to be deficient.  A caregiver swatted a child on the arm twice and forced him to the ground as a form of discipline.,YES,Licensed Center
Castle Montessori Plano,6455 TENNYSON PKWY  PLANO TX- 75024 6135,COLLIN,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",08/16/2016 12:00:00 AM,"Based on the information gathered during the investigation, it was determined that a group of children who did not want to nap were wondering around a classroom when a caregiver was being harsh and cruel to children in care when she aggressively picked them up and aggressively laid them down during nap time.",NO,Licensed Center
Ready Set Go CLC,1407 FRANKLIN ST  DAINGERFIELD TX- 75638 2523,MORRIS,"746.2805(8) - Prohibited Punishments -Placing Child in Locked, Dark Room",11/07/2016 12:00:00 AM,Based on the information gathered a child was placed in a dark room as a form of discipline.,NO,Licensed Center
KinderCare Learning Center,4241 MARSH LN  CARROLLTON TX- 75007 1720,DENTON,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",01/17/2017 12:00:00 AM,Hash and unusual punishment was used when a caregiver pulled children's ears when telling them to move to another area in the classroom.,NO,Licensed Center
Isaac Camacho Head Start,4102 ELLERTHORPE AVE  EL PASO TX- 79904 4317,EL PASO,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",03/01/2017 12:00:00 AM,A caregiver was determined to have used inappropriate discipline by being verbally disrespectful with children.,YES,Licensed Center
Polytechnic Child Care Center,3401 AVENUE I  FORT WORTH TX- 76105 2423,TARRANT,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,05/16/2016 12:00:00 AM,This standard was evaluated as the result of a self report and was found to be deficient.    A caregiver in the infant room swatted a child after the caregiver was scratched by the child.,YES,Licensed Center
San Carlos Head Start Center,134 N 86TH ST  SAN CARLOS TX- 78539,HIDALGO,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,07/04/2016 12:00:00 AM,"Based on interviews held and video footage, it was confirmed a teacher employed at the operation was using inappropriate discipline towards the children. The teacher squeezes the children's arms with excessive force.",YES,Licensed Center
Duchesne Academy of the Sacred Heart,10202 MEMORIAL DR  HOUSTON TX- 77024 3213,HARRIS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",11/21/2016 12:00:00 AM,"Based on information obtained during Investigation, a caregiver used a harsh punishment with a child when they grabbed a child off the playground and roughly placed child on a bench for time out.",NO,Licensed Center
Wilbarger County Early Head Start CDC,2915 SAND RD  VERNON TX- 76384 6508,WILBARGER,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,05/16/2017 12:00:00 AM,The investigation concludes a caregiver used prohibited punishment to a child in care.,YES,Licensed Center
Primrose School of Friendswood,1409 S FRIENDSWOOD DR  FRIENDSWOOD TX- 77546 4830,GALVESTON,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",04/25/2016 12:00:00 AM,"Based on the information obtained caregivers are demonstrating harsh, cruel and unusual punishments toward children. The caregivers are grabbing children by their hands and arms forcefully. A caregiver threw a shoe at a child and the shoe hit the child on the forehead.",YES,Licensed Center
Primrose School of Chase Oaks,6525 CHASE OAKS BLVD  PLANO TX- 75023 2309,COLLIN,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",10/31/2016 12:00:00 AM,Two caregivers saw another caregiver grab a child's arm as a form of discipline.     The caregiver admitted she was talked to by the director about being to strict with children in care.,YES,Licensed Center
Respite Care of San Antonio,303 W FRENCH PL  SAN ANTONIO TX- 78212,BEXAR,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",04/06/2017 12:00:00 AM,A caregiver in the 4-5 year old classroom was observed hitting a child on the head with a fish tank lid.,YES,Licensed Center
Peppermint Plantation Inc #3 & #4,"712 Scharbauer #113, #115, #122 Midland TX- 79701",MIDLAND,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",05/16/2016 12:00:00 AM,It was determined that a caregiver instructed a child to stand holding his arms out to his side as a form of discipline.,NO,Licensed Center
Preston Park Montessori Academy,1900 PRESTON PARK BLVD  PLANO TX- 75093 3621,COLLIN,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,11/21/2017 12:00:00 AM,This standard was tasked in regards to a possible violation of minimum standards involving inappropriate discipline in a child care center and found to be deficient. The child's injurie(s) were found to be caused by pinching and/or hitting by the caregiver in charge.,YES,Licensed Center
Preston Park Montessori Academy,1900 PRESTON PARK BLVD  PLANO TX- 75093 3621,COLLIN,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",11/21/2017 12:00:00 AM,This standard was tasked in regards to a possible violation of minimum standards involving inappropriate discipline in a child care center and found to be deficient. The child's injurie(s) were found to be caused by pinching and/or hitting by the caregiver in charge.,NO,Licensed Center
The Kidz Corner,1904 N CLEVELAND ST  DAYTON TX- 77535 1664,LIBERTY,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",04/01/2016 12:00:00 AM,The operation had a caregiver that was pinching children on the ear. This caregiver was terminated from the operation the day the allegations were given to the director.,NO,Licensed Center
Primrose School of Breckinridge Park,4301 E RENNER RD  RICHARDSON TX- 75082 2812,COLLIN,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,06/28/2017 12:00:00 AM,"This standard was investigated with regard to an investigation and found to be in violation of the Minimum Standards for Child Care Centers.  After speaking to the director, staff, the parent of a child as well as the child there is a preponderance of evidence that a child in care was hit by a caregiver with a block around the size of a ruler.  The director of the operation had already suspended the caregiver when this allegation was reported to her by the parent.  The caregiver will now be terminated due to the incident.",NO,Licensed Center
Learning Tree Center,3915 GOLLIHAR RD  CORPUS CHRISTI TX- 78415 2526,NUECES,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",09/02/2016 12:00:00 AM,A caregiver grabbed a child's arm to redirect.    The correction was made by promptly removing and dismissing the caregiver.,YES,Licensed Center
New Horizons Academy,551 BLUEBIRD LN  RED OAK TX- 75154 4252,ELLIS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,01/03/2017 12:00:00 AM,Caregiver used prohibited punishment.,NO,Licensed Center
"Jubilee Kids Care LLC, The Goddard School",2320 E LEAGUE CITY PKWY  LEAGUE CITY TX- 77573 4878,GALVESTON,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,11/22/2016 12:00:00 AM,Based on information obtained there is sufficient evidence that inappropriate discipline was used.,YES,Licensed Center
"Little Red Wagon Child Care & Learning Center, Inc.",2000 N BIG SPRING ST  MIDLAND TX- 79705 8819,MIDLAND,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,09/26/2016 12:00:00 AM,Caregiver stated that she patted the children with her hand on their bottom because they were misbehaving.,YES,Licensed Center
Berean Academy,2020 MARTIN LUTHER KING BLVD  PALESTINE TX- 75803 7902,ANDERSON,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,07/21/2016 12:00:00 AM,A caregiver has hit children with her hand.,NO,Licensed Center
Bright Steps Learning Center,2326 FAIRFAX DR  IRVING TX- 75060 5038,DALLAS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,10/20/2017 12:00:00 AM,This standard was evaluated in regards to an investigation and was found to be deficient.  Interviews confirmed that a caregiver inappropriately disciplined a child in care.,YES,Licensed Center
Willow Bend Learning Center,3900 W PARK BLVD  PLANO TX- 75075 3543,COLLIN,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",08/19/2016 12:00:00 AM,Based on the interviews of collaterals during an investigation a caregiver yelled at children and pushed a child down during activities on the playground.,NO,Licensed Center
The Cottage House Day Care,9001 CASHEW DR STE 1000 EL PASO TX- 79907 2960,EL PASO,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",09/02/2016 12:00:00 AM,A caregiver used inappropriate discipline with a child.,YES,Licensed Center
Plano ISD - Employee Child Care at Mendenhall,1313 18TH ST  PLANO TX- 75074 6047,COLLIN,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",09/27/2017 12:00:00 AM,This standard was found to be deficient during the investigation.,YES,Licensed Center
Kids Under Construction,4008 COLLEGE AVE  SNYDER TX- 79549 6004,SCURRY,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",08/08/2017 12:00:00 AM,A caregiver used prohibited punishment with a child in care.,YES,Licensed Center
YWCA Mabee Early Learning Academy,10712 SAM SNEAD DR  EL PASO TX- 79935 2414,EL PASO,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",05/04/2017 12:00:00 AM,A caregiver used inappropriate discipline with a child in care at the operation.,YES,Licensed Center
End of the Rainbow,706 E QUINLAN PKWY  QUINLAN TX- 75474 8640,HUNT,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",03/25/2016 12:00:00 AM,A caregiver forced children to face the wall while holding their shoulder.,NO,Licensed Center
"Mi Casita Montessori School, Inc.",754 CADDO ST  CORPUS CHRISTI TX- 78412 2906,NUECES,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",07/27/2017 12:00:00 AM,"A caregiver inappropriately disciplined a preschool age child when the caregiver placed her hand on the back of the child's head and put the child's head on the table.  The caregiver had the child remain that way for approximately 4 minutes until the child was ready to focus on his work and do the activity.  Based on information gathered, the child turned his face to the side.",YES,Licensed Center
Spring Branch Head Start,9655 LONG POINT RD  HOUSTON TX- 77055 4251,HARRIS,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",04/21/2016 12:00:00 AM,It was discovered that a caregiver pinched a child under the chin for misbehaving.,YES,Licensed Center
Emile Head Start Center,601 MARTIN LUTHER KING DR  BASTROP TX- 78602 3442,BASTROP,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",11/08/2017 12:00:00 AM,"Based on interviews, it has been determined that an incident occurred involving inappropriate discipline.",YES,Licensed Center
Champions Learning Academy,17155 OLD LOUETTA RD  HOUSTON TX- 77070 1800,HARRIS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",03/14/2017 12:00:00 AM,"Based on information obtained, there is sufficient evidence to support that a child was neglected while on a field trip. The caregivers neglected to adequately supervise the child in care.",NO,Licensed Center
YWCA Child Development Center,3101 34TH ST  LUBBOCK TX- 79410 3227,LUBBOCK,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",03/29/2016 12:00:00 AM,An infant was physically abused when a caregiver hit the infant and then forced the infant to sit in timeout by applying pressure to the shoulders.,YES,Licensed Center
Safe Harbor Learning Center,11701 JACKSBORO HWY  FORT WORTH TX- 76135 9192,TARRANT,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",06/07/2017 12:00:00 AM,There is substantial evidence that a caregiver physically abused a child in care when the caregiver bit the child in the arm.,NO,Licensed Center
Loving Care 4 Kids Childcare Development  Center,1400 E BELT LINE RD  CARROLLTON TX- 75006 6220,DALLAS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",07/14/2016 12:00:00 AM,"Based on the information gathered during the investigation, there is Reason To Believe a child in care was neglected when the child was left in a vehicle unattended for several hours.",YES,Licensed Center
Instruction Junction,855 S 8TH ST  BEAUMONT TX- 77701 4603,JEFFERSON,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",05/17/2016 12:00:00 AM,An incident occurred at the operation where a child was able to leave the building. This placed the child at risk for significant harm and injury.,NO,Licensed Center
Peaceful Images Child Development Center LLC,875 W PLEASANT RUN RD  LANCASTER TX- 75146 1445,DALLAS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",05/06/2016 12:00:00 AM,A caregiver left a child in a van unattended after picking the child up from it's elementary school.,NO,Licensed Center
Tot Spot Children's Daycare,6503 S FLORES ST  SAN ANTONIO TX- 78214 2627,BEXAR,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",01/17/2017 12:00:00 AM,A caregiver left a room of children unattended which resulted in one child assaulting another child.,YES,Licensed Center
"The Gardner Preparatory School II, LLC",100 N HOUSTON SCHOOL RD  LANCASTER TX- 75146 1906,DALLAS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",07/11/2017 12:00:00 AM,"Based on information gathered during the investigation, it was determined that a child was left unattended on a vehicle used for transportation by a caregiver while at the operation. Therefore, it is determine Neglectful Supervision occurred.",YES,Licensed Center
"The Gardner Preparatory School II, LLC",100 N HOUSTON SCHOOL RD  LANCASTER TX- 75146 1906,DALLAS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",03/01/2017 12:00:00 AM,"Based on information obtained, there is Reason to Believe for Neglectful Supervision.",NO,Licensed Center
"The Gardner Preparatory School II, LLC",100 N HOUSTON SCHOOL RD  LANCASTER TX- 75146 1906,DALLAS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",12/22/2017 12:00:00 AM,This standard was reviewed as part of an investigation and found to be deficient.  A caregiver neglected children in care when the vehicle she was driving was involved in a car accident. The caregiver reached for a cell phone while driving which caused an accident where children were injured.,YES,Licensed Center
"The Gardner Preparatory School II, LLC",100 N HOUSTON SCHOOL RD  LANCASTER TX- 75146 1906,DALLAS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",03/01/2017 12:00:00 AM,"Based on information obtained, there is reason to believe a child was neglectfully supervised while in care.",NO,Licensed Center
Wylie Baptist Church CDC,6097 BUFFALO GAP RD  ABILENE TX- 79606 4905,TAYLOR,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",02/26/2016 12:00:00 AM,A child in care was not appropriately supervised by operation staff.,NO,Licensed Center
Betty Lin Early Childhood Learning Ctr,1123 E LEDBETTER DR  DALLAS TX- 75216 6863,DALLAS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",06/02/2016 12:00:00 AM,It was determined after the investigation that the caregiver neglectfully supervised a child in care.  The child got out of the daycare building and was found by a by passer next to a donation box near a busy street.  The by passer picked up the child and brought her into the building where the caregiver was unaware that the child was missing.  It is unknown the length of time that the child was outside the building.  It was narrowed down between 3-8 minutes.,NO,Licensed Center
Elite Playcare,2023 PLANTATION DR  CONROE TX- 77301 1028,MONTGOMERY,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",02/21/2017 12:00:00 AM,"Based on information obtained, there is sufficient evidence to conclude that a child was physically neglected while in care a the operation.",NO,Licensed Center
Little Childrens Learning Center,1314 TURTLE CREEK DR  MISSOURI CITY TX- 77489 6105,FORT BEND,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",11/16/2017 12:00:00 AM,Based on the information gathered during the investigation there is sufficient evidence to support allegations that a staff person caused an injury to a child's forehead while in care at the operation,NO,Licensed Center
Kids' Kollege Learning Center,302 CONQUEST  EDINBURG TX- 78539 3009,HIDALGO,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",05/12/2017 12:00:00 AM,A child went missing from the center while in care. The child was later found across the plaza by a stranger.,NO,Licensed Center
StarBrite Learning Center,24922 TOMBALL PKWY STE 118 TOMBALL TX- 77375 7872,HARRIS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",09/02/2016 12:00:00 AM,A child in care at the operation was injured by a caregiver at the operation.,NO,Licensed Center
Alpha Time Too Inc,206 E ROBERTSON AVE  COPPERAS COVE TX- 76522 2928,CORYELL,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",10/26/2016 12:00:00 AM,It was found that a child in care was neglected.,YES,Licensed Center
Kids R Kids of West Allen,1223 N ALMA DR  ALLEN TX- 75013 4695,COLLIN,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",02/03/2017 12:00:00 AM,"Based on information obtained, there is reason to believe that physical abuse occurred.",NO,Licensed Center
CHILDREN OF LIGHT,588 AMBLER AVE  ABILENE TX- 79601 2510,TAYLOR,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",08/30/2017 12:00:00 AM,Maintenance personnel abused a child in care.,YES,Licensed Center
Kingdom Kids Child Development Center,306 NW 3RD ST  SEMINOLE TX- 79360 3516,GAINES,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",12/28/2017 12:00:00 AM,A caregiver neglected a 2 year old child when he got out of the operation unknown for approximately 30 minutes.  The child was placed at risk from several factors and due to his age he is not capable of protecting himself.,YES,Licensed Center
Pinnacle Kids' Academy II,15706 CLASSEN RD  SAN ANTONIO TX- 78247,BEXAR,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",04/14/2017 12:00:00 AM,"A caregiver in the infant's classroom pulled a child by the child's leg, dragging the child across the carpet. This resulted in an injury.",NO,Licensed Center
Club Rewind Summer Camp at Sampson Elementary,16002 COLES CROSSING DR  CYPRESS TX- 77429 6981,HARRIS,"744.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected. or Exploited",09/07/2017 12:00:00 AM,There is sufficient evidence to support the allegation of neglect in the operation.,YES,Licensed Center
Southbelt Montessori Learning Center,12495 SCARSDALE BLVD  HOUSTON TX- 77089 6137,HARRIS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",06/03/2016 12:00:00 AM,"Based on the evidence collected, there is sufficient evidence to find a caregiver at the operation was responsible for neglectful  supervision.",NO,Licensed Center
My Little School of Minds,2905 SAN SALVADOR ST  LAREDO TX- 78046 6220,WEBB,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",12/16/2016 12:00:00 AM,"A caregiver failed to maintain appropriate supervision of a child when the child was left in the operation's van, while the caregiver went into a school to pick up other children. The child was at risk of heat stroke and wandering away from the van alone.",YES,Licensed Center
ABC Learning Center,1905 E PRICE ST  PARIS TX- 75460 4777,LAMAR,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",05/03/2016 12:00:00 AM,The caregiver saw a child leave her classroom and failed to retrieve the child or notify anyone of the child leaving her room in a timely manor.      As a result this child left the operation placing him at substantial risk.,NO,Licensed Center
Little Learners Daycare,505 RIDGEMONT DR  ALLEN TX- 75002 4056,COLLIN,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",12/21/2016 12:00:00 AM,"Based on information obtained, there is reason to  believe Neglectful Supervision occurred.",NO,Licensed Center
Martin Luther King Child Care,1100 SMITH ST  WICHITA FALLS TX- 76301 1331,WICHITA,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",05/11/2017 12:00:00 AM,The investigation concludes neglectful supervision occurred  when a caregiver left a child unattended at the operation..,YES,Licensed Center
Tyler Christian Preschool,225 WINCHESTER DR  TYLER TX- 75701 8847,SMITH,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",08/15/2017 12:00:00 AM,"Based on evidence gathered during the investigation, there is Reason To Believe Neglect occurred resulting in a child being left on a vehicle.",NO,Licensed Center
Hallsville CDC,600 E MAIN ST  HALLSVILLE TX- 75650 5177,HARRISON,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",07/22/2016 12:00:00 AM,There is significant evidence that a caregiver physically abused a child in care.,NO,Licensed Center
Aladdin Day Care IV,14087 PEBBLE HILLS BLVD # C1 EL PASO TX- 79938 2616,EL PASO,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",01/11/2018 12:00:00 AM,"During the DFPS investigation, the DFPS Investigator found that a child walked out of the center without the Caregiver responsible for the child being aware of this. The child was found by a witness out on the street in front of the center. Due to the preponderance of the evidence found during the DFPS investigation, a finding of reason to believe for neglectful supervision was made.",YES,Licensed Center
Cypress-Fairbanks ISD Telge ELC,11010 TELGE RD  CYPRESS TX- 77429 3393,HARRIS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",04/06/2016 12:00:00 AM,"Based on information obtained during Investigation, a 14 month old child was able to exit the porch area and gain access to the parking lot and approach the street before being stopped by another parent who witnessed the incident. There is sufficient information to indicate that neglectful supervision occurred which allowed this infant to be placed at risk of serious harm or injury.",NO,Licensed Center
Whiz Children's Academy,5822 HIGHWAY 6 N  HOUSTON TX- 77084 1834,HARRIS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",04/14/2016 12:00:00 AM,Based on the information obtained there is sufficient evidence to support a child was left alone unsupervised on the operation's bus.,YES,Licensed Center
Stepping Stones Learning Center,5804 BILLINGSLEY ST  SACHSE TX- 75048 3756,DALLAS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",11/10/2016 12:00:00 AM,Based on the information obtained there is substantial evidence that a caregiver physically abused an infant in care.,NO,Licensed Center
Holy Family School,500 THROCKMORTON ST  MCKINNEY TX- 75069 2322,COLLIN,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",09/22/2016 12:00:00 AM,Two caregivers neglectfully supervised a child who was left in a vehicle. There were four children and two caregivers in the vehicle at the time of transportation.,NO,Licensed Center
Great Beginnings Childcare & Development,2917 N I RD  SAN JUAN TX- 78589 3212,HIDALGO,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",07/13/2016 12:00:00 AM,"Based on the information gathered during this investigation, a caregiver failed to ensure proper supervision of a child in care as the child was able to exit the classroom and the operation unsupervised. Child was placed at risk as child as child was found standing on a sidewalk located in front of the center in which a five lane street is located. The child was unsupervised outside of the operation for 1 minute and 30 seconds until a passerby stopped to help the child. Caregiver in charge of child did not have knowledge that the child was missing until the child was found and brought back to his classroom. The caregiver neglected a child in their care as the caregiver was unaware of the child's absence from the classroom and the operation which placed the child at risk.",YES,Licensed Center
New Beginnings Childcare Academy,5535 BUFFALO GAP RD  ABILENE TX- 79606 4125,TAYLOR,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",07/25/2017 12:00:00 AM,A caregiver physically abused children in care at the operation.,YES,Licensed Center
"Noahs Ark Learning Center, Inc",4030 PIONEER RD  BALCH SPRINGS TX- 75180 3013,DALLAS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",05/23/2017 12:00:00 AM,"Based on the information gathered during the investigation, it was identified that a child was able to leave the supervision of his caregivers at the operation and wonder outside the facility. As a result, the child was found by a passerby and returned to the caregivers inside the operation. The findings in this case were Reason to Believe for Neglectful Supervision.",NO,Licensed Center
Tot Town I Child Development Center,1255 BROADWAY ST  BEAUMONT TX- 77701 2107,JEFFERSON,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",01/20/2017 12:00:00 AM,This standard was evaluated in reference to an investigation and determined to be deficient. A child was left on a locked vehicle for approximately 5-10 minutes. The operation has since taken additional measures to ensure children's safety during transportation.,NO,Licensed Center
Wagners Day Care,328 LORRAINE DR  WACO TX- 76707 3833,MCLENNAN,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",05/30/2017 12:00:00 AM,During an investigation there was sufficient evidence to find that a child was neglected while in care.,YES,Licensed Center
Children's Learning Adventure Child Care Center,9340 N SAM HOUSTON PKWY E  HUMBLE TX- 77396 4378,HARRIS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",09/11/2016 12:00:00 AM,Based on the information obtained there is sufficient evidence to support the allegations of Neglectful Supervision. A child was left unsupervised on the daycare bus approximately 45 minutes. The child fell asleep on the bus and when she woke up she knocked on the daycare bus window. The child pressed several buttons until the bus door opened. The child walked off the van and crossed over the daycare parking lot and was almost hit by a car. The child walked inside the daycare front door and said to staff she was left on the daycare bus.,NO,Licensed Center
Sandcastle Montessori Academy,15226 WEST RD  HOUSTON TX- 77095 1916,HARRIS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",08/29/2016 12:00:00 AM,"Based on information obtained, there is sufficient evidence to support a child was neglectfully supervised while in care of the operation.",NO,Licensed Center
Rainbow Station,11651 W PARMER LN  CEDAR PARK TX- 78613 7686,WILLIAMSON,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",10/02/2017 12:00:00 AM,"During an investigation conducted by DFPS, there was sufficient evidence to find that a caregiver neglected to supervise a child appropriately while in care on a field trip.",NO,Licensed Center
Step By Step Learning Academy,714 14TH ST N  TEXAS CITY TX- 77590 5439,GALVESTON,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",06/09/2017 12:00:00 AM,There is sufficient evidence to support the allegation of neglectful supervision in the operation.,YES,Licensed Center
East Side Christian Academy,400 ACADEMY ST  RUSK TX- 75785 2020,CHEROKEE,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",03/08/2016 12:00:00 AM,A caregiver slammed a child to the ground causing the child to obtain an injury to the child's head.,NO,Licensed Center
Learning Garden Child Care Center,2342 E FREDDY GONZALEZ DR  EDINBURG TX- 78542 3883,HIDALGO,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",03/17/2017 12:00:00 AM,A child was neglected when needing immediate medical treatment and caregivers did not respond appropriately. Child was in severe pain and none of the staff called 911 or EMS.,NO,Licensed Center
Little Pals Playskool,2908 TEXAS BLVD  TEXARKANA TX- 75503 4004,BOWIE,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",12/23/2016 12:00:00 AM,Based on the information gathered there was a reason to believe that neglect occurred.,NO,Licensed Center
Wee Care Youth & Recreation Center,1670 N HAMPTON RD STE 115&116 DESOTO TX- 75115 8302,DALLAS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",08/25/2017 12:00:00 AM,It was determined after the investigation and interviewing staff that the director was neglectful in ensuring the proper steps and procedures were followed during a field trip.,NO,Licensed Center
Childcare Network  #171,703 S CEDAR RIDGE DR  DUNCANVILLE TX- 75137 2203,DALLAS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",07/26/2017 12:00:00 AM,Based on information gather it is Reason-To-Believe neglect occurred.,NO,Licensed Center
Teeter Totter Village,9133 SCOTT ST  HOUSTON TX- 77051 2763,HARRIS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",04/20/2017 12:00:00 AM,"Based on information obtained, there is sufficient evidence to conclude that a caregiver neglectfully supervised a child by leaving the child unattended in a van.",YES,Licensed Center
